timestamp,BPW34_1,BPW34_2,Inano_1,Inano_2
107267491,77,241,348,349
107268158,143,273,356,349
107268825,76,243,338,345
107269491,72,245,338,335
107270158,140,273,347,332
107270825,72,245,326,323
107271491,72,247,331,328
107272158,144,277,342,325
107272825,74,243,333,333
107273491,76,241,327,325
107274158,143,273,335,328
107274825,79,240,323,327
107275491,77,240,319,324
107276158,141,272,330,329
107276825,74,242,324,343
107277491,72,242,330,332
107278158,141,274,338,337
107278825,74,245,329,330
107279491,86,247,334,337
107280158,144,275,341,339
107280825,77,239,333,335
107281491,79,240,335,335
107282158,145,273,347,349
107282825,78,240,351,351
107283491,74,242,346,347
107284158,143,272,351,351
107284825,68,247,340,351
107285491,72,244,346,338
107286158,140,279,352,337
107286825,73,245,333,328
107287491,74,245,334,325
107288158,143,273,342,328
107288825,76,241,329,329
107289491,78,240,327,329
107290158,142,274,341,327
107290825,75,241,318,320
107291491,72,243,319,321
107292158,142,285,330,325
107292825,74,245,318,321
107293491,74,245,327,337
107294158,142,276,342,338
107294825,74,242,330,338
107295491,76,241,335,335
107296158,145,272,345,337
107296825,77,240,330,335
107297491,77,240,329,337
107298158,142,273,335,337
107298825,75,242,333,339
107299491,74,242,340,353
107300158,139,273,356,348
107300825,74,244,340,338
107301491,74,247,351,345
107302158,140,279,353,342
107302825,77,243,335,333
107303491,76,241,339,330
107304158,143,271,342,329
107304825,77,240,325,329
107305491,78,240,326,327
107306158,143,270,335,333
107306825,74,244,320,325
107307491,72,245,323,323
107308158,140,277,331,325
107308825,76,245,319,320
107309491,82,248,323,328
107310158,142,273,343,338
107310825,77,240,323,337
107311491,77,241,335,336
107312158,142,273,339,340
107312825,75,241,328,335
107313491,73,244,330,337
107314158,142,275,344,334
107314825,73,245,330,332
107315491,72,243,336,343
107316158,142,275,358,352
107316825,76,245,342,352
107317491,74,237,347,346
107318158,144,273,358,350
107318825,76,240,342,339
107319491,78,240,338,336
107320158,145,277,346,328
107320825,74,245,327,327
107321491,72,245,327,328
107322158,140,275,342,327
107322825,58,245,326,325
107323491,74,244,326,322
107324158,147,277,334,324
107324825,77,243,323,326
107325491,76,241,323,327
107326158,143,272,333,327
107326825,75,239,323,341
107327491,78,241,321,341
107328158,141,273,335,340
107328825,76,246,326,333
107329491,75,240,328,332
107330158,140,276,338,329
107330825,73,245,331,320
107331491,74,244,334,336
107332158,142,276,349,340
107332825,75,245,344,348
107333491,76,243,349,343
107334158,146,273,359,345
107334825,77,240,346,337
107335491,77,238,345,341
107336158,143,273,345,341
107336825,77,244,331,331
107337491,74,243,328,326
107338158,140,275,340,329
107338825,76,244,327,326
107339491,72,244,328,332
107340158,141,275,337,324
107340825,76,244,322,323
107341491,75,242,325,327
107342158,144,272,335,330
107342825,77,240,319,286
107343491,77,241,327,339
107344158,146,273,338,334
107344825,75,242,327,337
107345491,73,243,327,335
107346158,140,277,344,333
107346825,72,244,330,332
107347491,73,245,329,333
107348158,142,275,346,338
107348825,75,245,337,342
107349491,78,245,347,356
107350158,144,272,361,349
107350825,79,239,335,343
107351491,77,240,343,351
107352158,145,274,352,337
107352825,72,244,334,334
107353491,72,245,334,332
107354158,140,277,342,327
107354825,72,255,328,324
107355491,74,243,333,327
107356158,143,275,340,329
107356825,77,243,323,325
107357491,76,240,322,328
107358158,145,272,333,329
107358825,75,245,323,325
107359491,75,244,320,330
107360158,140,275,341,335
107360825,74,244,331,334
107361491,73,247,328,335
107362158,141,277,340,336
107362825,76,243,331,328
107363491,75,243,330,335
107364158,144,272,347,332
107364825,77,240,335,334
107365491,77,240,338,342
107366158,145,272,351,351
107366825,76,241,344,342
107367491,74,241,338,349
107368158,140,275,355,348
107368825,72,245,340,333
107369491,72,242,338,332
107370158,140,279,344,333
107370825,74,245,327,326
107371491,76,245,332,328
107372158,142,274,342,329
107372825,76,240,331,330
107373491,78,241,323,325
107374158,143,272,333,327
107374825,74,233,320,327
107375491,74,243,319,323
107376158,141,276,330,327
107376825,72,244,324,335
107377491,73,243,328,333
107378158,140,277,339,336
107378825,74,245,329,338
107379491,72,245,334,333
107380158,143,274,343,339
107380825,79,236,335,332
107381491,79,240,335,338
107382158,145,272,349,346
107382825,75,240,343,355
107383491,74,242,342,347
107384158,140,273,352,351
107384825,72,245,347,349
107385491,70,245,341,335
107386158,142,275,353,336
107386825,75,243,332,331
107387491,76,242,334,324
107388158,142,273,342,330
107388825,77,241,331,330
107389491,77,240,327,332
107390158,142,273,335,326
107390825,78,240,319,319
107391491,72,245,319,319
107392158,138,274,330,324
107392825,72,265,323,326
107393491,73,244,331,334
107394158,140,274,342,335
107394825,74,244,326,328
107395491,76,241,328,339
107396158,143,273,345,337
107396825,71,249,330,333
107397491,75,241,318,325
107398158,139,274,341,339
107398825,72,244,332,334
107399491,72,245,342,347
107400158,139,276,354,345
107400825,76,244,344,341
107401491,76,241,349,346
107402158,142,273,354,336
107402825,79,238,335,329
107403491,77,240,335,334
107404158,140,274,338,329
107404825,73,247,320,323
107405491,72,244,323,325
107406158,138,276,336,328
107406825,72,243,332,315
107407491,76,244,323,326
107408158,141,274,335,326
107408825,77,239,322,311
107409491,77,241,319,321
107410158,142,272,341,337
107410825,76,241,331,327
107411491,74,242,327,333
107412158,138,275,339,340
107412825,72,245,331,321
107413491,73,245,329,335
107414158,140,276,347,334
107414825,75,243,334,332
107415491,78,241,340,345
107416158,142,272,356,359
107416825,76,240,341,340
107417491,76,242,347,340
107418158,140,275,359,346
107418825,73,244,339,327
107419491,72,244,339,327
107420158,137,275,347,329
107420825,73,248,329,321
107421491,76,245,331,327
107422158,141,275,340,328
107422825,76,244,327,323
107423491,76,241,327,326
107424158,140,273,331,325
107424825,74,242,312,315
107425491,70,246,321,325
107426158,137,276,331,323
107426825,72,243,329,331
107427491,75,245,332,336
107428158,140,275,347,336
107428825,77,241,333,332
107429491,79,240,331,339
107430158,142,272,339,338
107430825,75,240,327,327
107431491,75,242,333,334
107432158,139,275,350,339
107432825,73,241,336,342
107433491,73,244,346,348
107434158,137,275,359,348
107434825,72,241,339,340
107435491,74,243,342,337
107436158,140,274,333,343
107436825,77,242,329,327
107437491,76,240,329,329
107438158,142,271,340,328
107438825,75,242,320,327
107439491,76,241,323,333
107440158,138,275,332,325
107440825,72,245,315,315
107441491,72,257,322,326
107442158,140,271,329,328
107442825,76,245,316,315
107443491,77,241,329,340
107444158,142,272,341,337
107444825,78,240,324,339
107445491,74,241,332,337
107446158,140,273,342,337
107446825,68,242,326,334
107447491,72,244,331,332
107448158,138,279,345,341
107448825,74,243,335,341
107449491,75,243,345,348
107450158,142,273,360,355
107450825,78,239,339,343
107451491,76,240,347,343
107452158,139,272,350,339
107452825,73,242,329,339
107453491,73,247,328,331
107454158,137,276,341,325
107454825,73,242,325,332
107455491,72,245,332,325
107456158,140,276,339,328
107456825,74,247,321,324
107457491,77,244,323,327
107458158,142,272,334,329
107458825,76,228,315,322
107459491,73,241,320,327
107460158,139,283,338,338
107460825,73,242,323,339
107461491,80,249,333,338
107462158,140,279,345,337
107462825,76,241,328,337
107463491,77,242,332,332
107464158,139,272,343,337
107464825,76,237,333,340
107465491,77,240,335,349
107466158,142,271,352,350
107466825,74,241,337,353
107467491,73,242,344,351
107468158,136,274,352,336
107468825,73,244,335,333
107469491,74,245,339,336
107470158,142,275,345,330
107470825,76,241,334,328
107471491,76,241,335,329
107472158,143,271,341,328
107472825,74,239,323,321
107473491,74,242,323,324
107474158,139,270,332,325
107474825,72,241,320,327
107475491,74,244,320,329
107476158,138,275,331,325
107476825,73,245,330,332
107477491,76,244,328,336
107478158,142,273,338,338
107478825,78,240,344,334
107479491,76,237,333,337
107480158,143,273,341,339
107480825,72,239,331,337
107481491,81,243,334,340
107482158,134,268,348,349
107482825,72,244,343,351
107483491,72,243,349,345
107484158,140,276,361,340
107484825,73,242,346,342
107485491,75,241,345,335
107486158,141,272,351,339
107486825,71,246,331,332
107487491,77,241,333,331
107488158,145,280,340,332
107488825,74,241,327,331
107489491,71,240,324,329
107490158,138,275,331,321
107490825,72,245,322,326
107491491,74,245,323,325
107492158,141,275,335,324
107492825,75,243,322,330
107493491,81,244,333,341
107494158,141,267,335,333
107494825,75,237,327,342
107495491,70,247,331,335
107496158,138,266,338,333
107496825,72,244,329,332
107497491,72,245,330,332
107498158,138,276,346,341
107498825,76,245,340,341
107499491,76,245,346,346
107500158,143,273,359,355
107500825,77,243,351,347
107501491,76,241,359,344
107502158,143,273,353,336
107502825,78,241,339,337
107503491,76,242,329,329
107504158,138,276,341,323
107504825,72,244,328,329
107505491,72,244,326,328
107506158,136,276,334,325
107506825,72,245,329,326
107507491,75,243,325,325
107508158,143,269,333,327
107508825,78,241,321,333
107509491,77,241,320,330
107510158,140,272,336,334
107510825,74,244,330,338
107511491,72,240,329,337
107512158,136,276,342,338
107512825,72,244,331,334
107513491,74,245,330,329
107514158,138,275,345,332
107514825,76,245,337,340
107515491,76,243,339,348
107516158,142,274,357,348
107516825,76,241,350,355
107517491,72,236,348,349
107518158,138,272,357,347
107518825,78,242,344,341
107519491,76,243,338,329
107520158,136,275,339,329
107520825,72,244,331,326
107521491,73,245,333,324
107522158,140,274,342,330
107522825,76,243,331,341
107523491,76,242,323,326
107524158,138,270,335,327
107524825,78,241,319,324
107525491,75,241,320,327
107526158,140,273,336,331
107526825,74,244,320,340
107527491,72,243,322,335
107528158,138,275,343,332
107528825,74,246,331,333
107529491,75,245,332,331
107530158,144,276,341,333
107530825,77,244,344,334
107531491,78,243,335,341
107532158,142,271,351,350
107532825,77,240,347,352
107533491,76,241,348,350
107534158,142,272,352,351
107534825,76,242,343,348
107535491,75,239,337,335
107536158,137,275,342,337
107536825,72,247,339,325
107537491,73,243,329,326
107538158,139,275,343,327
107538825,74,244,330,327
107539491,76,243,329,331
107540158,142,264,335,325
107540825,75,248,323,327
107541491,77,245,322,327
107542158,139,268,333,330
107542825,77,241,318,322
107543491,75,243,329,350
107544158,140,274,336,331
107544825,72,245,331,335
107545491,72,245,331,335
107546158,140,277,342,340
107546825,74,241,332,336
107547491,75,265,334,331
107548158,141,275,346,343
107548825,78,241,342,337
107549491,76,242,351,348
107550158,142,271,359,355
107550825,74,237,350,351
107551491,75,240,342,347
107552158,139,275,351,342
107552825,72,245,335,327
107553491,72,245,332,330
107554158,140,275,343,327
107554825,72,244,332,330
107555491,75,243,329,328
107556158,142,274,335,328
107556825,77,241,322,326
107557491,75,240,322,326
107558158,142,277,331,329
107558825,77,239,319,327
107559491,72,245,319,324
107560158,138,273,336,333
107560825,72,245,328,340
107561491,72,244,333,335
107562158,138,273,342,336
107562825,74,245,335,335
107563491,76,243,335,336
107564158,143,272,343,336
107564825,78,241,335,339
107565491,77,240,339,349
107566158,143,268,351,349
107566825,77,241,344,347
107567491,72,238,347,351
107568158,138,273,353,345
107568825,72,245,341,337
107569491,74,245,347,332
107570158,138,275,347,332
107570825,65,231,333,329
107571491,76,240,331,331
107572158,143,270,335,330
107572825,77,240,329,333
107573491,75,241,321,326
107574158,137,274,333,327
107574825,73,244,318,323
107575491,72,244,320,329
107576158,134,275,334,329
107576825,73,252,329,334
107577491,78,241,328,335
107578158,132,272,338,342
