timestamp,BPW34_1,BPW34_2,Inano_1,Inano_2
573467492,70,208,317,327
573468158,56,213,330,334
573468825,70,215,331,336
573469492,71,210,321,335
573470158,58,212,329,338
573470825,74,215,331,336
573471492,65,208,329,336
573472158,56,212,325,335
573472825,74,215,333,330
573473492,63,209,327,336
573474158,58,209,328,335
573474825,72,218,334,333
573475492,65,210,331,339
573476158,58,211,328,335
573476825,70,219,330,333
573477492,65,205,330,333
573478158,63,208,328,335
573478825,70,217,334,335
573479492,65,209,331,339
573480158,60,211,328,333
573480825,68,219,330,333
573481492,61,211,329,335
573482158,62,208,330,331
573482825,69,219,329,334
573483492,66,212,330,333
573484158,63,198,320,332
573484825,70,210,328,334
573485492,62,209,331,334
573486158,61,204,329,332
573486825,68,217,320,326
573487492,60,209,327,331
573488158,63,208,330,336
573488825,70,220,323,335
573489492,62,212,330,330
573490158,64,207,327,332
573490825,71,215,328,326
573491492,64,214,331,333
573492158,61,207,330,331
573492825,68,215,328,336
573493492,62,214,333,335
573494158,62,207,328,330
573494825,75,217,328,337
573495492,60,205,330,330
573496158,63,206,328,327
573496825,72,210,350,335
573497492,61,214,330,329
573498158,66,211,339,326
573498825,74,212,327,329
573499492,62,209,326,329
573500158,62,209,330,324
573500825,73,212,331,337
573501492,62,209,328,330
573502158,59,208,329,325
573502825,72,213,331,338
573503492,62,217,328,332
573504158,66,212,330,327
573504825,72,211,332,337
573505492,63,210,326,327
573506158,56,212,329,331
573506825,76,214,338,337
573507492,61,208,322,325
573508158,56,233,326,324
573508825,72,213,340,334
573509492,66,208,323,335
573510158,58,209,323,331
573510825,72,217,331,332
573511492,64,210,328,335
573512158,54,208,323,327
573512825,72,218,331,324
573513492,67,212,329,337
573514158,60,220,323,327
573514825,66,217,333,333
573515492,76,209,335,336
573516158,58,210,322,326
573516825,71,215,331,334
573517492,66,208,325,337
573518158,56,213,328,327
573518825,70,227,329,335
573519492,65,209,330,337
573520158,58,210,324,327
573520825,61,219,331,337
573521492,63,208,329,335
573522158,60,208,320,327
573522825,66,221,327,334
573523492,78,210,326,336
573524158,61,212,323,332
573524825,64,214,331,334
573525492,71,218,331,335
573526158,56,211,314,327
573526825,66,217,334,332
573527492,69,209,331,335
573528158,60,192,323,325
573528825,60,218,341,332
573529492,68,211,327,331
573530158,63,211,322,317
573530825,66,216,328,333
573531492,68,213,329,332
573532158,60,206,323,335
573532825,66,216,326,334
573533492,66,215,327,334
573534158,61,201,330,336
573534825,71,210,327,338
573535492,68,211,330,333
573536158,61,212,327,333
573536825,70,220,331,337
573537492,66,214,328,334
573538158,58,209,328,336
573538825,70,212,331,333
573539492,68,209,327,339
573540158,58,205,326,336
573540825,77,214,319,331
573541492,66,210,329,335
573542158,58,211,326,334
573542825,70,213,331,336
573543492,67,201,325,335
573544158,62,208,327,335
573544825,70,215,335,338
573545492,66,209,330,336
573546158,58,204,326,334
573546825,70,215,331,334
573547492,62,208,317,331
573548158,58,209,324,336
573548825,69,213,343,336
573549492,71,213,327,334
573550158,58,209,326,336
573550825,68,211,329,336
573551492,72,208,337,335
573552158,56,216,314,331
573552825,68,213,330,332
573553492,69,213,327,337
573554158,63,205,326,339
573554825,66,217,332,330
573555492,67,211,333,335
573556158,60,207,322,335
573556825,66,221,331,332
573557492,69,208,330,328
573558158,62,208,327,338
573558825,65,215,329,335
573559492,64,215,322,328
573560158,62,209,332,338
573560825,68,211,326,335
573561492,64,225,328,331
573562158,60,204,330,337
573562825,71,212,328,335
573563492,65,214,322,332
573564158,58,209,350,333
573564825,69,212,331,346
573565492,73,211,327,334
573566158,56,214,327,334
573566825,71,213,328,336
573567492,69,210,315,329
573568158,56,215,330,335
573568825,68,217,334,336
573569492,69,211,327,337
573570158,56,210,342,338
573570825,70,215,340,327
573571492,72,211,334,338
573572158,59,212,328,338
573572825,62,226,334,330
573573492,74,214,327,335
573574158,60,208,324,342
573574825,65,212,330,337
573575492,68,209,327,336
573576158,74,206,332,339
573576825,64,215,333,336
573577492,75,214,328,334
573578158,65,214,329,340
573578825,65,215,322,334
573579492,67,215,327,335
573580158,62,205,333,344
573580825,65,216,330,334
573581492,66,215,327,334
573582158,62,209,330,338
573582825,67,215,330,340
573583492,64,217,329,329
573584158,63,207,334,344
573584825,68,213,326,335
573585492,64,217,326,330
573586158,62,212,332,340
573586825,70,206,331,338
573587492,66,215,327,329
573588158,59,211,331,339
573588825,70,210,328,329
573589492,62,217,330,333
573590158,62,205,334,338
573590825,70,212,329,338
573591492,58,213,332,333
573592158,61,212,331,342
573592825,70,212,329,337
573593492,66,208,329,333
573594158,61,211,327,338
573594825,69,213,330,335
573595492,67,217,323,332
573596158,64,213,337,338
573596825,72,211,330,332
573597492,66,209,324,333
573598158,58,212,329,335
573598825,68,215,342,336
573599492,70,212,329,333
573600158,62,210,329,335
573600825,68,215,331,337
573601492,70,213,332,334
573602158,60,213,327,336
573602825,66,219,329,335
573603492,70,212,334,334
573604158,60,210,328,340
573604825,62,215,326,336
573605492,69,213,331,334
573606158,61,209,331,341
573606825,64,223,327,335
573607492,68,212,329,333
573608158,63,208,333,338
573608825,64,213,328,336
573609492,70,214,330,333
573610158,62,208,331,339
573610825,64,215,328,335
573611492,67,211,331,329
573612158,63,208,333,338
573612825,68,212,328,337
573613492,66,215,329,330
573614158,63,212,330,337
573614825,69,210,329,342
573615492,66,217,328,325
573616158,62,212,335,338
573616825,71,209,325,341
573617492,65,213,316,327
573618158,60,209,330,336
573618825,70,208,330,339
573619492,65,212,328,333
573620158,58,223,328,336
573620825,69,212,334,338
573621492,72,210,329,339
573622158,57,213,327,336
573622825,61,215,330,338
573623492,70,211,319,330
573624158,59,210,329,341
573624825,66,213,331,336
573625492,71,218,331,334
573626158,61,210,326,339
573626825,66,219,330,337
573627492,64,213,331,332
573628158,60,210,326,337
573628825,64,216,326,335
573629492,70,214,321,334
573630158,61,208,330,343
573630825,68,217,326,333
573631492,67,215,330,330
573632158,61,209,329,338
573632825,69,212,325,338
573633492,65,214,328,330
573634158,61,229,331,344
573634825,68,212,329,335
573635492,64,211,330,333
573636158,61,211,328,343
573636825,69,212,329,337
573637492,65,214,328,333
573638158,56,213,331,338
573638825,70,211,327,336
573639492,66,213,327,337
573640158,60,204,330,336
573640825,75,209,321,337
573641492,72,213,326,335
573642158,59,211,331,332
573642825,67,210,329,337
573643492,70,213,326,334
573644158,63,212,325,338
573644825,64,212,331,347
573645492,72,208,330,335
573646158,58,201,331,333
573646825,64,213,329,334
573647492,73,212,325,338
573648158,59,213,330,334
573648825,65,213,334,337
573649492,71,212,334,335
573650158,57,215,328,334
573650825,61,215,330,340
573651492,74,211,327,337
573652158,52,211,336,335
573652825,64,217,331,333
573653492,71,211,329,336
573654158,59,212,327,335
573654825,62,216,330,333
573655492,73,210,311,332
573656158,59,211,330,337
573656825,60,215,333,332
573657492,73,211,330,335
573658158,53,208,326,335
573658825,64,216,329,335
573659492,74,215,330,335
573660158,63,213,330,338
573660825,58,217,325,333
573661492,72,215,329,334
573662158,63,213,327,337
573662825,63,215,328,332
573663492,72,207,330,331
573664158,64,208,331,339
573664825,65,212,327,324
573665492,72,215,327,331
573666158,60,204,330,339
573666825,64,210,327,335
573667492,70,221,328,333
573668158,55,211,330,340
573668825,66,205,331,337
573669492,71,216,326,334
573670158,56,210,330,333
573670825,63,211,331,334
573671492,72,212,326,335
573672158,56,221,329,336
573672825,61,213,341,336
573673492,72,212,327,336
573674158,58,211,330,340
573674825,66,220,332,337
573675492,73,204,326,335
573676158,58,213,324,334
573676825,65,210,333,337
573677492,74,213,327,336
573678158,58,217,332,334
573678825,64,215,328,341
573679492,67,212,328,335
573680158,61,211,331,314
573680825,66,212,329,336
573681492,74,211,328,335
573682158,55,209,328,337
573682825,66,213,331,336
573683492,74,212,329,336
573684158,58,221,331,335
573684825,62,212,333,336
573685492,74,212,318,331
573686158,58,214,326,335
573686825,61,213,336,333
573687492,72,213,330,335
573688158,55,209,328,333
573688825,62,214,331,332
573689492,74,212,331,335
573690158,62,208,330,335
573690825,61,213,331,332
573691492,61,212,330,336
573692158,61,215,325,338
573692825,64,215,333,328
573693492,73,219,329,335
573694158,62,209,327,332
573694825,61,208,329,335
573695492,74,214,330,335
573696158,59,208,326,335
573696825,62,220,334,333
573697492,72,212,328,332
573698158,62,206,328,335
573698825,62,215,328,335
573699492,77,216,327,330
573700158,64,205,328,325
573700825,56,209,334,336
573701492,73,217,329,332
573702158,62,209,330,337
573702825,62,201,330,337
573703492,70,217,329,332
573704158,63,205,321,337
573704825,64,212,330,337
573705492,70,217,327,332
573706158,63,206,329,341
573706825,63,210,330,331
573707492,70,217,328,333
573708158,63,208,329,342
573708825,63,209,328,338
573709492,65,217,328,332
573710158,55,211,327,336
573710825,65,203,333,338
573711492,70,217,328,331
573712158,63,212,330,337
573712825,64,210,328,329
573713492,72,217,328,331
573714158,60,213,331,337
573714825,71,208,319,335
573715492,64,217,328,333
573716158,59,212,330,334
573716825,63,200,329,339
573717492,70,214,327,335
573718158,60,210,331,336
573718825,65,208,330,338
573719492,69,216,327,335
573720158,61,209,329,332
573720825,63,209,334,339
573721492,72,215,326,332
573722158,59,211,330,334
573722825,65,220,356,340
573723492,75,217,327,334
573724158,54,213,342,336
573724825,64,215,330,349
573725492,71,215,327,333
573726158,58,218,330,332
573726825,67,209,330,335
573727492,72,214,328,333
573728158,59,212,329,336
573728825,65,206,334,336
573729492,74,212,327,333
573730158,56,212,328,334
573730825,65,219,330,335
573731492,74,212,328,332
573732158,58,213,327,332
573732825,62,214,329,338
573733492,74,213,331,332
573734158,59,203,328,336
573734825,61,214,328,336
573735492,74,214,332,335
573736158,62,207,329,340
573736825,61,213,329,334
573737492,72,215,331,332
573738158,62,210,335,337
573738825,60,212,328,337
573739492,72,215,329,336
573740158,61,207,331,336
573740825,58,214,329,338
573741492,70,217,330,330
573742158,62,208,333,341
573742825,63,215,328,338
573743492,68,217,330,325
573744158,63,209,328,337
573744825,65,208,328,338
573745492,69,217,328,329
573746158,60,203,338,336
573746825,60,207,329,339
573747492,69,215,327,331
573748158,60,212,331,339
573748825,66,221,335,341
573749492,71,216,326,333
573750158,59,210,328,333
573750825,62,212,326,338
573751492,72,213,327,335
573752158,58,221,329,331
573752825,60,208,331,339
573753492,73,212,328,341
573754158,58,207,328,336
573754825,68,215,330,334
573755492,74,213,330,343
573756158,59,211,328,335
573756825,62,213,331,335
573757492,74,214,329,336
573758158,58,208,330,335
573758825,61,214,333,330
573759492,74,213,332,336
573760158,62,210,326,333
573760825,60,215,335,336
573761492,77,213,331,329
