FULL PER-BAND NOISE-FLOOR TABLE
Fs = 5000.00 Hz  carrier = 930.000 Hz  Nyquist = 2500.0 Hz
record = 150000 samples (30.0 s)  Welch NFFT = 8192  bin = 0.610 Hz
candidate carrier-free bands = 126  (guard ±3.0 Hz from every comb line)
'clean' = no bin > band-median + 6.0 dB;  bw_ratio = density spread across halfwidths [2, 5, 10, 20]

========================================================================
A2V-16_A1
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
    2220.0         5.611e-03       3.3      1.15     yes
    1605.0         5.805e-03       0.9      1.00     yes
     780.0         5.926e-03       5.6      1.08     yes
     720.0         6.041e-03       4.0      1.17     yes
     595.0         6.065e-03       1.0      1.00     yes
    1780.0         6.287e-03       4.7      1.09     yes
    1640.0         6.353e-03       2.5      1.00     yes
    1895.0         6.409e-03       3.6      1.00     yes
     905.0         6.506e-03       2.0      1.00     yes
    2195.0         6.506e-03       1.3      1.00     yes
    2140.0         6.513e-03       3.0      1.17     yes
     380.0         6.522e-03       6.5      1.05     NO*
    2240.0         6.522e-03       5.2      1.02     yes
    1960.0         6.622e-03       2.4      1.00     yes
    2360.0         6.704e-03       6.1      1.37     NO*
    2120.0         6.708e-03       3.1      1.10     yes
    2160.0         6.733e-03       1.9      1.29     yes
     660.0         6.769e-03       4.0      1.34     yes
     805.0         6.791e-03       1.7      1.00     yes
    1520.0         6.815e-03       4.5      1.11     yes
    1720.0         6.820e-03       2.7      1.05     yes
    1995.0         6.824e-03       9.0      1.00     NO*
    1420.0         6.833e-03       1.8      1.06     yes
    2180.0         6.875e-03       2.4      1.20     yes
     695.0         6.901e-03       0.6      1.00     yes
    1880.0         6.904e-03       2.5      1.07     yes
    1405.0         6.921e-03       1.4      1.00     yes
     960.0         6.933e-03       4.4      1.01     yes
     220.0         6.943e-03       3.6      1.16     yes
     260.0         6.975e-03       3.1      1.00     yes
    2320.0         7.043e-03       3.6      1.01     yes
    1480.0         7.056e-03       4.7      1.06     yes
    2420.0         7.060e-03       3.7      1.02     yes
    1440.0         7.064e-03       3.2      1.03     yes
    1620.0         7.065e-03       4.8      1.15     yes
    1740.0         7.086e-03       5.3      1.01     yes
     105.0         7.105e-03       1.3      1.00     yes
    1360.0         7.114e-03       5.9      1.03     yes
    1180.0         7.147e-03       1.4      1.04     yes
      40.0         7.150e-03       4.8      1.18     yes
     495.0         7.179e-03       0.5      1.00     yes
     840.0         7.198e-03       2.7      1.06     yes
     320.0         7.212e-03       5.4      1.09     yes
      80.0         7.216e-03       4.8      1.25     yes
    1795.0         7.227e-03       0.7      1.00     yes
    1760.0         7.243e-03       4.0      1.17     yes
     120.0         7.249e-03       6.4      1.10     NO*
    1540.0         7.265e-03       3.6      1.08     yes
    2205.0         7.269e-03       0.7      1.00     yes
      95.0         7.270e-03       0.6      1.00     yes
     680.0         7.279e-03       2.2      1.01     yes
    1295.0         7.289e-03       0.6      1.00     yes
    2305.0         7.307e-03       1.2      1.00     yes
    1140.0         7.329e-03       1.9      1.02     yes
     705.0         7.349e-03       0.5      1.00     yes
     820.0         7.368e-03       4.6      1.10     yes
    1705.0         7.397e-03       0.6      1.00     yes
    1020.0         7.414e-03       3.2      1.00     yes
     360.0         7.503e-03       2.1      1.18     yes
    1080.0         7.513e-03       3.3      1.01     yes
     895.0         7.528e-03       2.0      1.00     yes
     340.0         7.530e-03       2.7      1.17     yes
    1395.0         7.551e-03       1.2      1.00     yes
    1840.0         7.562e-03       1.5      1.06     yes
    1330.0         7.611e-03       3.1      1.13     yes
    1980.0         7.630e-03       5.7      1.15     yes
    1260.0         7.644e-03       1.4      1.06     yes
    1505.0         7.678e-03       0.8      1.00     yes
    2030.0         7.702e-03       3.1      1.11     yes
     940.0         7.702e-03      14.1      1.06     NO*
     170.0         7.704e-03       2.4      1.07     yes
    2080.0         7.705e-03       3.2      1.10     yes
