BPW34_2,Inano_1,Inano_2
7.468826897616388e-09,2.9080231701206343e-10,-2.494464262176164e-10
6.20993594919347e-08,2.747439148287526e-09,-1.580738844568262e-09
2.550794743941437e-07,1.2141327875582508e-08,-5.147373147678728e-09
7.72289140860886e-07,3.5503299131550486e-08,-1.596065402619887e-08
2.04405942349594e-06,8.86273094724908e-08,-4.4404822063077136e-08
4.678057569883115e-06,1.9905012720640113e-07,-9.561760689377826e-08
9.502339278606321e-06,3.8342427257801567e-07,-1.948278112218265e-07
1.7905532359625857e-05,6.72723724374134e-07,-3.742756166897258e-07
3.124070539748868e-05,1.102758778268025e-06,-6.433789793013512e-07
5.124087836278163e-05,1.6451959001687424e-06,-1.0876322336797549e-06
8.032450958176967e-05,2.315611956345062e-06,-1.7676743230666354e-06
0.00012015583264647125,3.0870234583378446e-06,-2.742123869732175e-06
0.00017360434038096178,3.827759270491588e-06,-4.240455552060484e-06
0.00024352796950884804,4.555343290756986e-06,-6.348702826637696e-06
0.000331672635014004,5.1025825106001325e-06,-9.294729237954225e-06
0.0004425347764002854,5.288893247270849e-06,-1.3460966270738848e-05
0.0005781717010871799,5.150834998104829e-06,-1.8926308148933075e-05
0.0007414235339928565,4.282341612044192e-06,-2.6206509787403995e-05
0.0009378764152589635,2.6067172740425106e-06,-3.565967227562791e-05
0.0011674909282016412,3.053772284740755e-08,-4.739712930461825e-05
0.001435954191737209,-4.070724584939907e-06,-6.222700215420887e-05
0.001746376138034982,-9.502059295516188e-06,-8.019737015569619e-05
0.002096900289649047,-1.6763139865428635e-05,-0.00010164456408844405
0.002495061573813919,-2.6349882098535872e-05,-0.00012738028445010699
0.002934983890501901,-3.785695826374414e-05,-0.0001569180957826156
0.0034146916054681865,-5.2286999304911735e-05,-0.00019094000870829766
0.003934510233305418,-6.938156321388122e-05,-0.00022947872767167463
0.004474288240109984,-8.886344143983586e-05,-0.00027142964355652936
0.0050306232350267035,-0.00011163482025840915,-0.0003173740965589358
0.005581812403805945,-0.0001361514539373757,-0.0003654903463186556
0.006098753044873007,-0.00016257268865302668,-0.00041430132295044303
0.006572101579449906,-0.00019049235139753824,-0.0004633768833241115
0.006960724300444872,-0.00021755546749636576,-0.0005091280317331085
0.007251689569734102,-0.00024454306415675094,-0.0005510022769356984
0.007434829388148207,-0.0002692895050009983,-0.0005876249230725872
0.007486956656536735,-0.00029076865853986007,-0.0006163807877010881
0.007431734147771088,-0.00031016519812685286,-0.0006391695779827504
0.007267208625464306,-0.0003248344493331258,-0.0006546922708601799
0.007011454879515303,-0.00033676550781670464,-0.0006636276613432891
0.006698665060050565,-0.00034605331401118405,-0.0006690364497930687
0.006331391728541615,-0.0003514709013384444,-0.0006697251356077814
0.005944870646708879,-0.0003564665620224665,-0.0006686206460247771
0.005550687852952398,-0.000358902299295312,-0.0006673818622003891
0.005155355524334871,-0.0003601831144697115,-0.0006646748570397071
0.004782263229767443,-0.0003620344282895399,-0.0006640806691690995
0.004423741561519055,-0.000361634651526499,-0.0006648466765545938
0.004091920902586588,-0.00036243877330534996,-0.0006660761077045552
0.00378945247209464,-0.0003628743474805088,-0.000671440014691771
0.0035086803651544138,-0.0003622013426912152,-0.000677538938312218
0.003261007647911686,-0.0003634569166554649,-0.0006855413031024507
0.0030354169455039798,-0.00036308578609895586,-0.000698024095132907
0.002834709835372755,-0.00036337054521825424,-0.0007095199951186806
0.00266060533451995,-0.00036459300796387595,-0.000725107220843263
0.002502115464979443,-0.0003640968119246468,-0.0007432676928317561
0.00236892689255723,-0.0003654083094933036,-0.0007597072675895322
0.0022509922147208455,-0.00036606840002303964,-0.0007826703797528811
0.002148183385269356,-0.00036612571684763173,-0.0008039506531851148
0.0020657946779835124,-0.00036780683883326504,-0.0008260844189470762
0.0019900448893328954,-0.00036801389199997425,-0.0008546429480341677
0.001932296814132109,-0.0003688184721362675,-0.000877291223069121
0.0018849171032925827,-0.00037028502592274803,-0.0009065301006269677
0.001843290384326332,-0.0003704322569005464,-0.0009368918226017597
0.001819550787358598,-0.00037161452672737627,-0.0009617509285239356
0.0017959152407856505,-0.0003727419545229982,-0.0009977994784970134
0.0017840014287237027,-0.00037289051983671606,-0.0010261323024778057
0.0017823611355342606,-0.0003742762640693842,-0.001056889193666144
0.0017775032682206537,-0.00037531314121960757,-0.001096118189045231
0.0017900873581904175,-0.00037558985894620145,-0.0011224220566355414
0.0018002131905457408,-0.00037790031826615,-0.0011626820540172889
0.0018141213740484052,-0.00037905065192544996,-0.001199417595970087
0.0018424782352808589,-0.00038041409458722253,-0.0012293435661640817
0.0018596945592754266,-0.0003844684650921304,-0.0012779796059311233
0.0018927208892360603,-0.00038578005883269095,-0.0013091656915280858
0.0019264006933694955,-0.0003900161043648709,-0.0013508258120953631
0.0019532132921332712,-0.00039541345820431895,-0.001400584449699288
0.0020009294594713345,-0.0003977127789449031,-0.0014306828841920138
0.0020333772308954723,-0.0004061542318933853,-0.0014876094405272267
0.0020755951543061646,-0.0004112940821709432,-0.001530216901370618
0.002127986420474459,-0.0004168450895606357,-0.0015707281000191253
