FULL PER-BAND NOISE-FLOOR TABLE
Fs = 5000.00 Hz  carrier = 930.500 Hz  Nyquist = 2500.0 Hz
record = 150000 samples (30.0 s)  Welch NFFT = 8192  bin = 0.610 Hz
candidate carrier-free bands = 106  (guard ±3.0 Hz from every comb line)
'clean' = no bin > band-median + 6.0 dB;  bw_ratio = density spread across halfwidths [2, 5, 10, 20]

========================================================================
BPW34_1
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
    1973.0         2.602e-03       1.2      1.01     yes
      42.2         2.638e-03       1.3      1.00     yes
    1589.8         2.654e-03       1.4      1.06     yes
    1637.0         2.667e-03       1.8      1.11     yes
    2062.0         2.668e-03       1.2      1.14     yes
    1791.8         2.685e-03       1.2      1.04     yes
    2028.8         2.688e-03       1.3      1.10     yes
    1813.2         2.693e-03       1.5      1.05     yes
    1707.2         2.727e-03       1.7      1.00     yes
    2220.0         2.733e-03       1.5      1.06     yes
    1569.5         2.762e-03       1.4      1.05     yes
    1726.0         2.770e-03       1.5      1.04     yes
    1919.2         2.801e-03       1.5      1.09     yes
    2174.0         2.812e-03       1.6      1.08     yes
    2264.5         2.823e-03       1.0      1.12     yes
    1294.8         2.851e-03       1.9      1.00     yes
    2192.8         2.903e-03       0.8      1.00     yes
    1479.0         2.908e-03       1.3      1.20     yes
    1367.0         2.911e-03       1.1      1.10     yes
    1614.0         2.938e-03       1.5      1.01     yes
    2467.0         2.940e-03       1.2      1.00     yes
    1861.2         3.048e-03       4.9      1.13     yes
      27.2         3.048e-03       1.7      1.00     yes
    1525.0         3.051e-03       1.3      1.02     yes
    1543.2         3.061e-03       2.1      1.00     yes
    1458.8         3.154e-03       1.4      1.00     yes
    1506.8         3.211e-03       0.7      1.00     yes
    1331.2         3.225e-03       1.5      1.10     yes
      63.8         3.230e-03       2.0      1.02     yes
    1436.0         3.278e-03       2.1      1.10     yes
    1222.0         3.306e-03       1.8      1.17     yes
    1413.0         3.310e-03       2.6      1.01     yes
    1389.2         3.331e-03       1.2      1.02     yes
    1258.2         3.413e-03       1.9      1.02     yes
    1166.0         3.430e-03       1.3      1.08     yes
    1188.8         3.536e-03       1.6      1.05     yes
    1278.0         3.635e-03       1.6      1.06     yes
    1057.8         3.651e-03       1.4      1.00     yes
    1077.0         3.657e-03       1.4      1.04     yes
    1306.2         3.682e-03       2.1      1.00     yes
      88.8         3.793e-03       1.9      1.13     yes
     135.0         3.858e-03       2.2      1.10     yes
    1094.2         3.968e-03       2.2      1.00     yes
    1115.8         4.092e-03       1.1      1.00     yes
     986.5         4.147e-03       1.7      1.02     yes
    1140.8         4.314e-03       1.5      1.09     yes
    1031.0         4.339e-03       0.7      1.03     yes
    1009.8         4.351e-03       2.0      1.24     yes
     112.0         4.436e-03       1.9      1.07     yes
     159.8         4.447e-03       2.7      1.05     yes
     206.2         4.950e-03       3.7      1.00     yes
     965.0         4.960e-03       1.3      1.02     yes
     919.0         5.321e-03       1.4      1.03     yes
     179.5         5.342e-03       3.2      1.00     yes
     940.2         5.901e-03       1.6      1.03     yes
     194.8         6.153e-03       3.0      1.00     yes
     892.2         6.163e-03       1.2      1.00     yes
     857.2         6.236e-03       1.5      1.00     yes
     874.5         6.785e-03       1.4      1.02     yes
     224.0         7.265e-03       4.6      1.20     yes
     830.0         7.527e-03       2.2      1.11     yes
     270.0         8.811e-03       3.7      1.00     yes
     242.8         9.285e-03       3.3      1.00     yes
     290.8         1.064e-02       3.9      1.04     yes
     809.2         1.108e-02       2.2      1.01     yes
     313.0         1.211e-02       3.1      1.40     yes
     761.2         1.425e-02       2.1      1.02     yes
     784.0         1.456e-02       1.3      1.04     yes
     360.2         1.560e-02       2.4      1.34     yes
     336.0         1.697e-02       3.9      1.09     yes
     382.0         2.190e-02       2.6      1.17     yes
     718.0         2.321e-02       2.3      1.01     yes
     739.8         2.535e-02       2.3      1.13     yes
     691.8         2.940e-02       2.1      1.00     yes
     672.0         3.914e-02       2.2      1.12     yes
     471.0         4.719e-02       3.4      1.26     yes
     491.2         6.068e-02       2.9      1.14     yes
     633.8         6.111e-02       2.8      1.10     yes
     655.2         6.729e-02       2.1      1.00     yes
     583.0         8.260e-02       4.1      1.00     yes
     527.0         8.398e-02       4.1      1.46     yes
     608.8         8.467e-02       2.6      1.11     yes
     560.8         1.057e-01       2.8      1.00     yes
  consensus floor = 3.306e-03 mV^2/Hz over 105 clean bands  ->  Var(n) = 0.0132 mV^2  (RMS 115.0 uV)

========================================================================
Inano_2
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
    2028.8         1.603e-03       7.5      1.37     NO*
    1389.2         1.605e-03       2.0      1.10     yes
    1057.8         1.625e-03       0.7      1.00     yes
    1115.8         1.634e-03       3.2      1.12     yes
    1077.0         1.668e-03       1.6      1.05     yes
    1543.2         1.685e-03       1.3      1.00     yes
    1707.2         1.692e-03       1.3      1.00     yes
     382.0         1.704e-03       1.2      1.01     yes
     784.0         1.705e-03       4.0      1.30     yes
    1743.8         1.706e-03       1.0      1.00     yes
    2109.8         1.714e-03       1.0      1.00     yes
    1306.2         1.722e-03       1.3      1.00     yes
    2358.2         1.740e-03       2.1      1.03     yes
    1755.2         1.741e-03       1.2      1.00     yes
    1838.0         1.741e-03       2.1      1.06     yes
    1166.0         1.751e-03       2.4      1.00     yes
    1992.2         1.755e-03      19.6      1.00     NO*
    1791.8         1.765e-03       1.4      1.07     yes
     360.2         1.767e-03       1.3      1.28     yes
    1813.2         1.768e-03       1.3      1.05     yes
    1884.0         1.777e-03       1.1      1.02     yes
    1660.8         1.780e-03       1.2      1.00     yes
    1614.0         1.791e-03       2.0      1.01     yes
    1258.2         1.794e-03       1.6      1.05     yes
    1919.2         1.798e-03       5.2      1.04     yes
     892.2         1.802e-03       2.8      1.00     yes
    1525.0         1.802e-03       1.7      1.05     yes
    1094.2         1.804e-03       1.4      1.00     yes
    2192.8         1.807e-03       1.7      1.00     yes
     270.0         1.808e-03       2.5      1.04     yes
    1140.8         1.822e-03       1.5      1.05     yes
    1331.2         1.822e-03       7.3      1.08     NO*
    1726.0         1.827e-03       5.1      1.07     yes
    1294.8         1.828e-03       0.9      1.00     yes
     857.2         1.830e-03       0.8      1.00     yes
    1772.0         1.837e-03       3.8      1.02     yes
     874.5         1.838e-03       1.3      1.06     yes
    1436.0         1.844e-03       1.3      1.03     yes
    2085.0         1.847e-03       5.8      1.01     yes
    2062.0         1.856e-03       1.6      1.07     yes
    1569.5         1.871e-03       1.4      1.08     yes
    1955.8         1.880e-03       1.6      1.00     yes
    1188.8         1.884e-03       1.5      1.18     yes
    2332.0         1.885e-03       2.8      1.10     yes
     761.2         1.886e-03       1.9      1.00     yes
    2264.5         1.890e-03       1.5      1.18     yes
    1681.5         1.909e-03       1.4      1.01     yes
    2421.0         1.913e-03       5.6      1.02     yes
     159.8         1.918e-03       1.0      1.00     yes
    1413.0         1.920e-03       1.2      1.00     yes
    2220.0         1.927e-03       5.8      1.08     yes
    1222.0         1.927e-03       4.9      1.14     yes
    2441.2         1.930e-03       3.8      1.11     yes
    1944.2         1.937e-03       2.1      1.00     yes
    2156.2         1.951e-03       3.2      1.00     yes
    1458.8         1.951e-03       2.4      1.00     yes
     242.8         1.954e-03       1.2      1.00     yes
    2286.0         1.962e-03       5.3      1.22     yes
    1367.0         1.978e-03       2.0      1.20     yes
    2131.0         1.978e-03       1.1      1.14     yes
     965.0         1.995e-03       1.5      1.12     yes
     739.8         2.004e-03       1.9      1.04     yes
     672.0         2.008e-03       5.8      1.00     yes
     718.0         2.015e-03       4.7      1.12     yes
    1589.8         2.018e-03       1.1      1.09     yes
    2489.2         2.029e-03       2.4      1.07     yes
     527.0         2.031e-03       3.5      1.09     yes
    2240.8         2.036e-03       1.4      1.10     yes
     919.0         2.059e-03      18.2      1.06     NO*
    1973.0         2.075e-03       5.5      1.03     yes
     940.2         2.091e-03      18.8      1.12     NO*
     655.2         2.109e-03       1.1      1.00     yes
    1479.0         2.113e-03       6.4      1.20     NO*
    2467.0         2.116e-03       1.7      1.01     yes
    2383.2         2.123e-03       2.9      1.03     yes
    1031.0         2.125e-03       3.0      1.42     yes
    1506.8         2.126e-03       1.5      1.00     yes
     809.2         2.129e-03       3.0      1.07     yes
     633.8         2.146e-03       4.6      1.27     yes
     194.8         2.156e-03       1.4      1.00     yes
    2174.0         2.159e-03       6.8      1.08     NO*
     471.0         2.160e-03       1.5      1.04     yes
     224.0         2.179e-03       1.2      1.14     yes
    2310.2         2.188e-03       1.6      1.17     yes
     830.0         2.211e-03       2.8      1.00     yes
     491.2         2.230e-03       1.3      1.02     yes
     290.8         2.255e-03       1.0      1.06     yes
     560.8         2.280e-03       1.3      1.01     yes
    1637.0         2.280e-03       0.9      1.02     yes
     313.0         2.282e-03       1.1      1.08     yes
     608.8         2.369e-03       2.3      1.02     yes
     206.2         2.371e-03       0.6      1.00     yes
     691.8         2.430e-03       1.8      1.05     yes
     179.5         2.444e-03       5.0      1.22     yes
     135.0         2.521e-03       0.9      1.07     yes
     112.0         2.599e-03       1.5      1.04     yes
     336.0         2.608e-03       1.4      1.06     yes
     583.0         2.628e-03      12.2      1.17     NO*
    1009.8         2.986e-03      14.5      1.43     NO*
    1278.0         3.357e-03      24.5      2.43     NO*
      88.8         3.421e-03       1.9      1.07     yes
     986.5         5.447e-03      10.8      3.89     NO*
      63.8         5.703e-03       2.0      1.07     yes
      42.2         6.994e-03       1.2      1.00     yes
      27.2         7.401e-03       0.8      1.00     yes
    1861.2         1.969e-01      33.7    195.64     NO*
  consensus floor = 1.924e-03 mV^2/Hz over 94 clean bands  ->  Var(n) = 0.0077 mV^2  (RMS 87.7 uV)
