timestamp,BPW34_1,BPW34_2,Inano_1,Inano_2
394900915,194,86,286,301
394901582,238,144,307,335
394902249,291,206,352,361
394902916,223,114,289,298
394903582,192,89,270,297
394904249,193,86,274,304
394904916,218,114,291,297
394905582,285,206,346,362
394906249,236,146,297,316
394906917,193,86,274,279
394907582,196,90,276,309
394908249,193,88,279,306
394908915,288,204,346,345
394909582,257,172,326,338
394910249,192,89,278,300
394910915,194,86,274,295
394911582,195,86,282,333
394912249,275,191,322,357
394912915,275,191,330,327
394913582,189,85,277,305
394914249,199,86,276,311
394914915,194,89,283,297
394915582,260,172,319,354
394916249,282,201,354,370
394916915,192,92,290,303
394917582,195,89,275,304
394918249,192,85,284,316
394918915,239,141,301,311
394919582,286,204,346,365
394920249,214,115,286,309
394920915,195,89,274,288
394921582,192,88,274,303
394922249,197,114,283,313
394922915,282,200,339,344
394923582,236,144,302,324
394924249,196,88,271,296
394924915,194,91,272,281
394925582,199,86,275,311
394926249,272,189,345,359
394926915,256,171,318,323
394927582,197,95,264,299
394928249,192,87,276,301
394928915,192,84,275,300
394929582,260,172,312,329
394930249,274,195,351,359
394930915,194,89,261,295
394931582,193,86,281,310
394932249,192,86,294,324
394932915,238,144,315,323
394933582,282,202,352,368
394934249,218,117,292,327
394934916,194,95,276,299
394935582,193,91,287,315
394936250,212,117,284,307
394936915,293,213,346,347
394937582,240,144,302,317
394938250,195,84,281,304
394938915,197,84,281,294
394939582,194,91,276,306
394940250,279,204,340,355
394940915,265,175,309,319
394941582,192,86,275,304
394942249,199,84,271,303
394942915,193,87,278,303
394943582,260,193,341,352
394944249,277,190,320,357
394944915,202,84,277,296
394945582,192,87,275,305
394946249,196,93,281,313
394946915,237,175,310,316
394947582,289,206,348,359
394948249,195,99,282,319
394948915,192,89,274,301
394949582,192,86,281,312
394950249,212,144,300,322
394950915,290,204,349,358
394951582,216,117,289,323
394952249,192,87,285,300
394952915,190,82,275,295
394953582,196,92,281,312
394954249,287,201,347,363
394954915,239,140,302,316
394955582,192,91,282,291
394956249,190,80,273,296
394956915,199,86,279,306
394957582,276,187,314,349
394958249,278,175,318,342
394958915,193,88,275,279
394959582,192,88,274,301
394960249,196,85,286,317
394960915,260,168,311,321
394961582,284,190,340,349
394962249,192,90,278,283
394962915,195,85,277,299
394963582,192,85,286,317
394964249,238,144,310,321
394964915,285,202,353,352
394965582,215,122,293,326
394966249,194,94,283,313
394966915,195,81,289,306
394967582,220,114,297,326
394968249,282,204,351,366
394968916,240,144,307,315
394969582,197,93,277,303
394970249,194,89,277,315
394970917,192,95,280,297
394971582,272,191,342,356
394972249,267,179,317,333
394972917,196,84,273,287
394973582,194,84,275,305
394974250,199,86,278,306
394974915,265,178,326,319
394975582,276,192,323,332
394976249,196,91,276,303
394976915,193,86,278,296
394977582,195,91,284,309
394978249,236,147,301,322
394978915,288,201,345,357
394979582,216,95,282,315
394980249,199,85,276,303
394980915,196,91,287,302
394981582,213,116,288,317
394982249,289,207,355,369
394982915,240,116,293,321
