FULL PER-BAND NOISE-FLOOR TABLE
Fs = 5000.00 Hz  carrier = 930.500 Hz  Nyquist = 2500.0 Hz
record = 150000 samples (30.0 s)  Welch NFFT = 8192  bin = 0.610 Hz
candidate carrier-free bands = 106  (guard ±3.0 Hz from every comb line)
'clean' = no bin > band-median + 6.0 dB;  bw_ratio = density spread across halfwidths [2, 5, 10, 20]

========================================================================
BPW34_1
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
    2467.0         1.219e-04       3.6      1.00     yes
    2310.2         1.309e-04       7.3      1.14     NO*
    2358.2         1.318e-04       1.1      1.04     yes
    2489.2         1.367e-04       2.0      1.14     yes
    2383.2         1.385e-04       2.4      1.06     yes
    2286.0         1.408e-04       5.6      1.08     yes
    2264.5         1.702e-04       1.4      1.10     yes
    1660.8         1.709e-04       3.3      1.01     yes
    2441.2         1.741e-04      19.3      1.07     NO*
    1772.0         1.825e-04       8.7      1.02     NO*
    2192.8         1.846e-04       9.1      1.00     NO*
    1589.8         1.929e-04       1.2      1.05     yes
    1569.5         1.947e-04       7.3      1.33     NO*
    2240.8         1.984e-04       5.3      1.39     yes
    2421.0         1.989e-04       5.2      1.54     yes
    1436.0         2.011e-04       6.3      1.00     NO*
    1813.2         2.013e-04       1.6      1.03     yes
    1707.2         2.021e-04       2.2      1.00     yes
    2332.0         2.028e-04       5.4      1.86     yes
    1791.8         2.147e-04       0.8      1.10     yes
    1506.8         2.187e-04       2.5      1.00     yes
    1838.0         2.225e-04       1.5      1.13     yes
    2174.0         2.243e-04       6.1      1.17     NO*
    1726.0         2.272e-04       4.6      1.00     yes
    1115.8         2.288e-04       3.3      1.08     yes
    1743.8         2.327e-04       1.5      1.00     yes
    1331.2         2.342e-04      14.4      1.03     NO*
    2062.0         2.450e-04       3.5      1.11     yes
    1413.0         2.468e-04       3.1      1.04     yes
    1543.2         2.484e-04       2.5      1.00     yes
    1614.0         2.492e-04       7.9      1.24     NO*
    1992.2         2.505e-04       1.8      1.00     yes
    1306.2         2.510e-04       1.4      1.00     yes
    1188.8         2.530e-04       2.2      1.06     yes
    1009.8         2.575e-04       1.1      1.07     yes
     965.0         2.638e-04      14.6      1.13     NO*
    1057.8         2.647e-04      14.6      1.00     NO*
    1294.8         2.655e-04       1.2      1.00     yes
    1077.0         2.665e-04      14.5      1.03     NO*
    1681.5         2.665e-04       9.2      1.06     NO*
    1222.0         2.678e-04       2.0      1.32     yes
    1637.0         2.828e-04       8.8      1.25     NO*
    1458.8         2.845e-04       2.3      1.21     yes
    1031.0         3.029e-04       3.4      1.10     yes
     986.5         3.033e-04       4.0      1.09     yes
    1525.0         3.037e-04       5.0      1.38     yes
    1479.0         3.062e-04       1.7      1.08     yes
    1755.2         3.063e-04       1.7      1.00     yes
    1094.2         3.364e-04       0.2      1.00     yes
     892.2         3.466e-04       1.2      1.00     yes
     874.5         3.483e-04       5.4      1.02     yes
     940.2         3.486e-04       7.1      1.02     NO*
    1258.2         3.486e-04      11.0      1.38     NO*
    2220.0         3.516e-04       8.9      2.30     NO*
     784.0         3.529e-04      19.5      1.03     NO*
     761.2         3.582e-04       2.8      1.23     yes
    1367.0         3.705e-04       1.3      1.02     yes
     655.2         3.937e-04       1.6      1.00     yes
    2028.8         4.028e-04       6.4      1.20     NO*
     672.0         4.077e-04       2.3      1.00     yes
     739.8         4.200e-04       1.0      1.09     yes
     718.0         4.475e-04      18.0      1.09     NO*
    2085.0         4.531e-04      11.5      1.37     NO*
    1389.2         4.722e-04      14.1      1.66     NO*
     633.8         4.905e-04       1.6      1.03     yes
     830.0         4.929e-04       5.9      1.73     yes
     608.8         5.181e-04       1.1      1.03     yes
    1140.8         5.282e-04      14.1      1.42     NO*
     857.2         5.314e-04       2.3      1.00     yes
    1884.0         5.849e-04       3.4      1.05     yes
    2109.8         6.023e-04       2.6      1.05     yes
     919.0         6.292e-04       8.6      2.00     NO*
     560.8         6.618e-04       2.9      1.19     yes
     809.2         6.814e-04      12.6      1.04     NO*
     491.2         7.006e-04       1.9      1.05     yes
     527.0         7.678e-04      22.9      1.17     NO*
    2156.2         8.693e-04       2.6      1.00     yes
     691.8         9.575e-04      22.3      1.00     NO*
     382.0         1.060e-03       3.1      1.07     yes
    1278.0         1.427e-03      29.3      4.17     NO*
     313.0         1.488e-03       2.5      1.02     yes
     270.0         1.734e-03       2.1      1.16     yes
    1955.8         1.799e-03       0.5      1.00     yes
     290.8         1.857e-03       1.5      1.09     yes
    2131.0         2.006e-03       2.0      1.10     yes
    1166.0         2.017e-03      18.7      5.29     NO*
     242.8         2.393e-03      23.9      1.00     NO*
    1973.0         2.636e-03      17.7      8.19     NO*
    1944.2         2.709e-03       2.5      1.00     yes
     206.2         2.956e-03       2.0      1.00     yes
     336.0         3.076e-03      10.5      3.00     NO*
     194.8         3.472e-03       0.4      1.00     yes
     159.8         3.753e-03       1.3      1.00     yes
    1919.2         4.194e-03       2.8      1.08     yes
     135.0         4.587e-03       3.3      1.03     yes
     471.0         4.640e-03      16.8      5.45     NO*
     360.2         6.569e-03      25.4      8.90     NO*
      88.8         6.824e-03       1.8      1.04     yes
     224.0         6.999e-03      14.0      3.06     NO*
      42.2         8.636e-03       0.9      1.00     yes
      63.8         9.785e-03      47.9      1.17     NO*
     583.0         1.049e-02      24.9     10.01     NO*
      27.2         1.312e-02       1.4      1.00     yes
