FULL PER-BAND NOISE-FLOOR TABLE
Fs = 5000.00 Hz  carrier = 930.500 Hz  Nyquist = 2500.0 Hz
record = 150000 samples (30.0 s)  Welch NFFT = 8192  bin = 0.610 Hz
candidate carrier-free bands = 106  (guard ±3.0 Hz from every comb line)
'clean' = no bin > band-median + 6.0 dB;  bw_ratio = density spread across halfwidths [2, 5, 10, 20]

========================================================================
BPW34_1
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
    1258.2         3.374e-04       6.5      1.02     NO*
    2085.0         3.453e-04      12.2      1.07     NO*
    2467.0         3.483e-04       2.0      1.26     yes
    2131.0         3.496e-04       3.2      1.09     yes
    1140.8         3.550e-04       4.4      1.05     yes
    2332.0         3.554e-04       2.3      1.03     yes
    2358.2         3.655e-04       4.7      1.02     yes
    2174.0         3.679e-04      13.0      1.02     NO*
    1838.0         3.719e-04       4.0      1.04     yes
    1569.5         3.833e-04       1.7      1.07     yes
    1166.0         3.834e-04       2.8      1.15     yes
    1743.8         3.853e-04       1.9      1.00     yes
     892.2         3.879e-04       2.1      1.00     yes
    1660.8         3.948e-04       2.0      1.02     yes
    2264.5         3.970e-04       1.2      1.02     yes
    2028.8         3.980e-04      13.4      1.07     NO*
    1057.8         3.998e-04       3.5      1.00     yes
    1458.8         4.048e-04       5.5      1.26     yes
    1543.2         4.061e-04       1.4      1.00     yes
    2220.0         4.091e-04      10.9      1.03     NO*
     874.5         4.104e-04       2.9      1.03     yes
    1094.2         4.107e-04       1.8      1.00     yes
    1436.0         4.120e-04       3.3      1.04     yes
    2109.8         4.141e-04       1.6      1.02     yes
     857.2         4.141e-04       1.3      1.00     yes
    1331.2         4.144e-04      12.8      1.06     NO*
    1614.0         4.172e-04       3.7      1.05     yes
    1294.8         4.173e-04       2.9      1.00     yes
    1115.8         4.175e-04       6.1      1.15     NO*
    1367.0         4.189e-04       1.9      1.10     yes
    1306.2         4.204e-04       1.5      1.00     yes
    1755.2         4.232e-04       0.3      1.00     yes
    2441.2         4.265e-04       4.4      1.04     yes
    2062.0         4.265e-04       5.4      1.03     yes
    2383.2         4.272e-04       8.1      1.08     NO*
    1772.0         4.299e-04       8.8      1.03     NO*
    1884.0         4.305e-04       1.5      1.00     yes
    1919.2         4.320e-04      10.2      1.21     NO*
     965.0         4.364e-04       1.2      1.04     yes
    1413.0         4.373e-04       0.8      1.01     yes
    1188.8         4.382e-04       4.5      1.01     yes
    1525.0         4.413e-04       4.6      1.11     yes
    1222.0         4.430e-04       9.1      1.01     NO*
    1589.8         4.487e-04       1.5      1.01     yes
    1973.0         4.490e-04       9.5      1.25     NO*
    2421.0         4.492e-04       2.8      1.18     yes
    1389.2         4.493e-04       1.5      1.05     yes
    2240.8         4.534e-04       3.2      1.07     yes
    1944.2         4.548e-04       5.4      1.00     yes
    2286.0         4.591e-04      10.3      1.08     NO*
    2310.2         4.610e-04       3.5      1.06     yes
    1031.0         4.615e-04       2.3      1.12     yes
    1813.2         4.644e-04       1.9      1.09     yes
     919.0         4.657e-04      17.2      1.02     NO*
    1726.0         4.735e-04       8.2      1.26     NO*
    1681.5         4.744e-04       1.6      1.00     yes
    2489.2         4.756e-04       2.5      1.09     yes
     718.0         4.787e-04       3.7      1.13     yes
    1506.8         4.801e-04       2.2      1.00     yes
     830.0         4.822e-04       3.2      1.00     yes
     761.2         4.844e-04       1.6      1.11     yes
     784.0         4.870e-04       4.7      1.11     yes
    1637.0         4.886e-04       1.9      1.04     yes
    1791.8         4.894e-04       2.7      1.34     yes
     940.2         4.899e-04      17.4      1.08     NO*
    2192.8         4.934e-04       1.4      1.00     yes
     672.0         4.936e-04      10.2      1.05     NO*
    1707.2         4.951e-04       2.1      1.00     yes
    1479.0         4.980e-04      10.7      1.16     NO*
    1955.8         4.996e-04       0.9      1.00     yes
     739.8         5.014e-04       3.1      1.05     yes
     471.0         5.040e-04       3.0      1.03     yes
    2156.2         5.224e-04       4.9      1.00     yes
     633.8         5.357e-04       9.0      1.04     NO*
     809.2         5.405e-04       2.6      1.03     yes
    1077.0         5.406e-04       4.6      1.21     yes
    1278.0         5.532e-04      23.3      1.81     NO*
     655.2         5.681e-04       2.5      1.00     yes
     527.0         5.682e-04       9.4      1.14     NO*
    1992.2         5.691e-04      19.4      1.00     NO*
     608.8         6.188e-04       1.2      1.04     yes
     560.8         6.284e-04       2.9      1.09     yes
     491.2         6.379e-04       3.0      1.03     yes
     290.8         6.691e-04       2.2      1.10     yes
     691.8         6.823e-04       1.6      1.08     yes
     270.0         7.105e-04       6.3      1.00     NO*
     583.0         7.584e-04       7.3      1.19     NO*
     360.2         7.649e-04       2.3      1.00     yes
     159.8         8.015e-04       2.0      1.26     yes
     313.0         8.115e-04       1.4      1.00     yes
     179.5         8.257e-04       6.9      1.00     NO*
     382.0         8.513e-04       1.5      1.01     yes
     224.0         8.682e-04       3.4      1.02     yes
     242.8         8.729e-04       1.4      1.00     yes
     206.2         9.265e-04       0.9      1.00     yes
     986.5         9.690e-04      15.3      1.27     NO*
    1009.8         1.000e-03      18.6      1.31     NO*
     336.0         1.003e-03       2.1      1.00     yes
     194.8         1.010e-03       0.7      1.00     yes
      27.2         1.341e-03       0.7      1.00     yes
     135.0         1.922e-03       2.1      1.20     yes
      42.2         2.332e-03       1.9      1.00     yes
      63.8         2.736e-03       2.3      1.14     yes
     112.0         3.688e-03       1.9      1.06     yes
      88.8         4.976e-03       1.2      1.02     yes
    1861.2         6.794e-02      35.5    268.14     NO*
  consensus floor = 4.629e-04 mV^2/Hz over 78 clean bands  ->  Var(n) = 0.0019 mV^2  (RMS 43.0 uV)

========================================================================
BPW34_2
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
     857.2         1.730e-03       1.6      1.00     yes
    1838.0         1.841e-03       1.5      1.09     yes
    1543.2         1.874e-03       1.4      1.00     yes
    1458.8         1.879e-03       2.4      1.13     yes
    1884.0         1.885e-03       1.3      1.07     yes
    2085.0         1.887e-03       6.1      1.03     NO*
    2264.5         1.894e-03       1.9      1.09     yes
    1331.2         1.920e-03       7.5      1.03     NO*
    1367.0         1.935e-03       1.7      1.14     yes
    1614.0         1.947e-03       2.0      1.19     yes
    1660.8         1.949e-03       1.3      1.00     yes
    1772.0         1.952e-03       4.3      1.00     yes
     527.0         1.953e-03       4.9      1.49     yes
     739.8         1.960e-03       1.3      1.07     yes
    1743.8         2.008e-03       1.3      1.00     yes
    1944.2         2.016e-03       0.9      1.00     yes
    2109.8         2.019e-03       1.3      1.10     yes
    1294.8         2.049e-03       0.6      1.00     yes
    1436.0         2.056e-03       1.9      1.05     yes
    1525.0         2.060e-03       1.9      1.03     yes
    2062.0         2.060e-03       1.8      1.07     yes
    2358.2         2.065e-03       0.9      1.00     yes
    1637.0         2.068e-03       1.3      1.00     yes
    1755.2         2.076e-03       0.6      1.00     yes
     718.0         2.088e-03       4.1      1.13     yes
    1389.2         2.106e-03       1.5      1.13     yes
    2028.8         2.109e-03       8.1      1.10     NO*
    1681.5         2.113e-03       1.3      1.09     yes
     471.0         2.116e-03       1.3      1.02     yes
    1115.8         2.136e-03       2.9      1.14     yes
