FULL PER-BAND NOISE-FLOOR TABLE
Fs = 5000.00 Hz  carrier = 930.000 Hz  Nyquist = 2500.0 Hz
record = 150000 samples (30.0 s)  Welch NFFT = 8192  bin = 0.610 Hz
candidate carrier-free bands = 126  (guard ±3.0 Hz from every comb line)
'clean' = no bin > band-median + 6.0 dB;  bw_ratio = density spread across halfwidths [2, 5, 10, 20]

========================================================================
A2V-16_A1
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
    1160.0         7.026e-03       6.4      1.25     NO*
     870.0         7.027e-03       2.6      1.05     yes
    1040.0         7.042e-03       1.8      1.05     yes
    1980.0         7.058e-03       3.2      1.05     yes
    1995.0         7.068e-03      10.0      1.00     NO*
    2460.0         7.112e-03       1.8      1.16     yes
    2120.0         7.113e-03       1.5      1.06     yes
    1520.0         7.128e-03       2.1      1.13     yes
     960.0         7.172e-03       4.6      1.00     yes
    1480.0         7.181e-03       4.4      1.00     yes
     360.0         7.192e-03       1.2      1.01     yes
    1020.0         7.234e-03       3.7      1.18     yes
    1080.0         7.239e-03       3.9      1.06     yes
     740.0         7.249e-03       3.4      1.22     yes
    1760.0         7.274e-03       1.1      1.07     yes
     580.0         7.361e-03       7.7      1.09     NO*
    1705.0         7.385e-03       0.6      1.00     yes
    2320.0         7.394e-03       3.0      1.39     yes
    1840.0         7.403e-03       2.1      1.05     yes
    2240.0         7.416e-03       3.8      1.04     yes
    2405.0         7.446e-03       0.9      1.00     yes
    1280.0         7.449e-03      12.1      1.14     NO*
     380.0         7.451e-03       6.2      1.07     NO*
    2270.0         7.505e-03       2.4      1.14     yes
     285.0         7.516e-03       2.9      1.08     yes
    1540.0         7.533e-03       3.0      1.29     yes
     530.0         7.567e-03       4.2      1.06     yes
    2440.0         7.575e-03       7.0      1.33     NO*
    1815.0         7.598e-03       3.6      1.27     yes
    1225.0         7.614e-03       4.9      1.35     yes
    1795.0         7.639e-03       1.8      1.00     yes
     920.0         7.647e-03      11.3      1.13     NO*
    1685.0         7.655e-03       2.9      1.03     yes
     780.0         7.727e-03       5.4      1.13     yes
    2295.0         7.751e-03       3.0      1.00     yes
      95.0         7.751e-03       1.9      1.00     yes
    1640.0         7.765e-03       2.6      1.26     yes
     140.0         7.766e-03       2.7      1.11     yes
    2160.0         7.778e-03       0.8      1.12     yes
     560.0         7.782e-03       2.4      1.01     yes
    2485.0         7.789e-03       6.0      1.18     NO*
     985.0         7.851e-03       8.7      1.21     NO*
    1115.0         7.882e-03       3.1      1.10     yes
     630.0         7.890e-03       4.2      1.11     yes
    1960.0         7.910e-03       1.1      1.10     yes
     395.0         7.936e-03       1.1      1.00     yes
     680.0         7.938e-03       2.9      1.34     yes
     240.0         7.997e-03       3.4      1.55     yes
      25.0         8.075e-03       1.2      1.00     yes
    2005.0         8.082e-03       4.7      1.00     yes
    1595.0         8.114e-03       5.5      1.00     yes
     305.0         8.124e-03       1.2      1.00     yes
    1780.0         8.125e-03       3.2      1.08     yes
     795.0         8.173e-03       1.5      1.00     yes
    1330.0         8.249e-03       5.6      1.05     yes
     895.0         8.463e-03       2.0      1.00     yes
    1305.0         8.546e-03       0.7      1.00     yes
     480.0         8.569e-03       1.8      1.12     yes
    1925.0         8.591e-03       3.4      1.22     yes
    2385.0         8.641e-03       3.0      1.07     yes
    1005.0         8.801e-03       6.0      1.00     yes
     195.0         9.480e-03       2.8      1.00     yes
     505.0         9.730e-03       3.8      1.00     yes
    1860.0         1.558e-02      18.3      3.48     NO*
  consensus floor = 6.950e-03 mV^2/Hz over 114 clean bands  ->  Var(n) = 0.0278 mV^2  (RMS 166.7 uV)
  carrier a = 325.599 mV  ->  SNR = 62.8 dB in the 4 Hz demod band

========================================================================
A2V-16_A3
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
    2205.0         6.683e-03       0.2      1.00     yes
     360.0         6.771e-03       2.6      1.20     yes
     705.0         6.942e-03       1.8      1.00     yes
      40.0         7.372e-03       4.0      1.11     yes
    1495.0         7.437e-03       1.3      1.00     yes
    1440.0         7.459e-03       3.2      1.00     yes
    1660.0         7.596e-03       6.7      1.12     NO*
    1060.0         7.697e-03       1.3      1.02     yes
    1305.0         7.707e-03       1.9      1.00     yes
    2060.0         7.723e-03       4.7      1.12     yes
    1260.0         7.733e-03       2.0      1.13     yes
    2460.0         7.735e-03       1.7      1.04     yes
    2080.0         7.737e-03       1.6      1.04     yes
    1505.0         7.763e-03       0.5      1.00     yes
    2140.0         7.778e-03       3.9      1.12     yes
     780.0         7.802e-03       4.8      1.01     yes
     720.0         7.813e-03       2.4      1.10     yes
     660.0         7.850e-03       4.0      1.07     yes
     260.0         7.960e-03       2.3      1.19     yes
    1740.0         7.963e-03       2.4      1.07     yes
    1620.0         8.008e-03       2.7      1.05     yes
    1420.0         8.015e-03       2.0      1.00     yes
    1880.0         8.081e-03       1.4      1.11     yes
     840.0         8.104e-03       1.7      1.18     yes
    1140.0         8.121e-03       1.6      1.05     yes
     595.0         8.136e-03       1.7      1.00     yes
     105.0         8.150e-03       1.6      1.00     yes
     320.0         8.177e-03       6.1      1.06     NO*
    1080.0         8.184e-03       3.7      1.12     yes
    1195.0         8.196e-03       0.3      1.00     yes
    1705.0         8.220e-03       0.4      1.00     yes
     240.0         8.226e-03       1.9      1.01     yes
    2180.0         8.230e-03       1.9      1.11     yes
    1295.0         8.239e-03       0.8      1.00     yes
    1480.0         8.269e-03       3.5      1.11     yes
    2420.0         8.286e-03       1.8      1.04     yes
    1840.0         8.383e-03       1.1      1.00     yes
     220.0         8.409e-03       1.5      1.07     yes
      80.0         8.453e-03       4.2      1.07     yes
      95.0         8.491e-03       1.0      1.00     yes
    2160.0         8.530e-03       2.8      1.11     yes
    2340.0         8.538e-03       1.7      1.07     yes
    1360.0         8.563e-03       5.5      1.00     yes
    1040.0         8.582e-03       3.3      1.04     yes
     140.0         8.602e-03       1.7      1.04     yes
    2120.0         8.711e-03       1.1      1.01     yes
     905.0         8.751e-03       0.4      1.00     yes
    1380.0         8.775e-03       2.0      1.16     yes
    1540.0         8.776e-03       1.9      1.07     yes
     740.0         8.790e-03       3.7      1.01     yes
    1760.0         8.799e-03       1.6      1.01     yes
    2385.0         8.841e-03       3.2      1.16     yes
     680.0         8.849e-03       1.8      1.01     yes
    1115.0         8.890e-03       3.5      1.11     yes
    1460.0         8.903e-03       2.5      1.01     yes
    1605.0         8.907e-03       0.6      1.00     yes
    2360.0         8.920e-03       5.6      1.09     yes
     920.0         8.933e-03       9.7      1.12     NO*
    1780.0         8.939e-03       3.4      1.12     yes
    1395.0         8.940e-03       0.7      1.00     yes
    1720.0         8.968e-03       2.1      1.00     yes
     380.0         8.991e-03       6.3      1.08     NO*
    1960.0         9.012e-03       2.6      1.02     yes
    2305.0         9.017e-03       0.8      1.00     yes
    2320.0         9.028e-03       3.1      1.12     yes
    1280.0         9.055e-03      10.6      1.18     NO*
    1995.0         9.074e-03      11.6      1.00     NO*
    1640.0         9.077e-03       1.3      1.03     yes
    2105.0         9.087e-03       1.1      1.00     yes
    2095.0         9.091e-03       0.3      1.00     yes
    1225.0         9.195e-03       5.0      1.05     yes
    2195.0         9.203e-03       2.0      1.00     yes
     120.0         9.207e-03       4.1      1.16     yes
    1520.0         9.231e-03       2.0      1.06     yes
     530.0         9.245e-03       2.7      1.09     yes
    1685.0         9.250e-03       3.7      1.27     yes
     795.0         9.259e-03       0.6      1.00     yes
     760.0         9.265e-03       2.2      1.12     yes
     695.0         9.287e-03       0.6      1.00     yes
     870.0         9.302e-03       2.6      1.05     yes
    1405.0         9.320e-03       0.9      1.00     yes
     170.0         9.357e-03       2.6      1.05     yes
     560.0         9.362e-03       2.4      1.07     yes
    1895.0         9.372e-03       0.8      1.00     yes
      25.0         9.374e-03       0.0      1.00     yes
     985.0         9.381e-03      10.1      1.02     NO*
    2220.0         9.399e-03       2.4      1.13     yes
    1595.0         9.406e-03       4.5      1.00     yes
    1925.0         9.428e-03       4.3      1.13     yes
     820.0         9.437e-03       3.3      1.16     yes
     340.0         9.476e-03       2.8      1.09     yes
     285.0         9.495e-03       2.7      1.05     yes
     960.0         9.517e-03       4.5      1.13     yes
    1160.0         9.527e-03       4.4      1.22     yes
    1980.0         9.550e-03       3.3      1.18     yes
    1180.0         9.597e-03       1.3      1.09     yes
    1815.0         9.599e-03       4.7      1.10     yes
    2240.0         9.609e-03       2.8      1.05     yes
     630.0         9.656e-03       4.4      1.17     yes
    1795.0         9.789e-03       0.9      1.00     yes
    1095.0         9.818e-03       1.2      1.00     yes
    2405.0         9.825e-03       0.9      1.00     yes
     395.0         9.869e-03       1.4      1.00     yes
    2485.0         9.902e-03       4.8      1.03     yes
     580.0         9.906e-03       7.0      1.15     NO*
     205.0         9.908e-03       1.7      1.00     yes
     305.0         1.000e-02       1.4      1.00     yes
    2005.0         1.002e-02       4.8      1.00     yes
    2270.0         1.009e-02       2.9      1.10     yes
    1570.0         1.009e-02       3.1      1.16     yes
     495.0         1.011e-02       1.3      1.00     yes
      60.0         1.022e-02       1.7      1.02     yes
     895.0         1.026e-02       2.5      1.00     yes
     605.0         1.032e-02       1.1      1.00     yes
    2440.0         1.038e-02       5.7      1.24     yes
     195.0         1.038e-02       3.1      1.00     yes
     480.0         1.041e-02       1.8      1.11     yes
    1020.0         1.057e-02       1.7      1.00     yes
    2295.0         1.057e-02       2.8      1.00     yes
     940.0         1.070e-02      10.2      1.04     NO*
     805.0         1.074e-02       0.4      1.00     yes
    2030.0         1.078e-02       3.5      1.20     yes
    1330.0         1.084e-02       3.4      1.13     yes
     505.0         1.102e-02       3.4      1.00     yes
    1005.0         1.304e-02       5.3      1.00     yes
    1860.0         1.462e-02      15.1      2.12     NO*
  consensus floor = 8.990e-03 mV^2/Hz over 116 clean bands  ->  Var(n) = 0.0360 mV^2  (RMS 189.6 uV)
  carrier a = 281.792 mV  ->  SNR = 60.4 dB in the 4 Hz demod band

========================================================================
A2V-16_A4
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
    1960.0         2.758e-03       5.6      1.03     yes
    1995.0         2.969e-03      13.1      1.00     NO*
    1180.0         3.014e-03       5.3      1.03     yes
    2120.0         3.048e-03       4.3      1.15     yes
    1605.0         3.083e-03       2.0      1.00     yes
     205.0         3.112e-03       2.2      1.00     yes
    2095.0         3.173e-03       0.4      1.00     yes
    1295.0         3.179e-03       1.1      1.00     yes
    1780.0         3.199e-03       7.5      1.03     NO*
    2105.0         3.241e-03       3.6      1.00     yes
    2195.0         3.299e-03       2.9      1.00     yes
     105.0         3.301e-03       0.9      1.00     yes
    1280.0         3.333e-03      18.1      1.01     NO*
    2160.0         3.342e-03       3.5      1.31     yes
    2405.0         3.362e-03       1.9      1.00     yes
     260.0         3.363e-03       5.9      1.02     yes
    2420.0         3.369e-03       7.5      1.02     NO*
    1480.0         3.371e-03       6.7      1.11     NO*
     320.0         3.376e-03       7.6      1.07     NO*
    1080.0         3.376e-03       6.1      1.00     NO*
     380.0         3.382e-03       8.7      1.03     NO*
    2320.0         3.395e-03       6.9      1.01     NO*
    1520.0         3.426e-03       5.1      1.06     yes
    1395.0         3.426e-03       0.6      1.00     yes
    1660.0         3.427e-03       8.3      1.02     NO*
     695.0         3.439e-03       0.5      1.00     yes
    1640.0         3.446e-03       5.4      1.16     yes
    1020.0         3.449e-03       6.5      1.00     NO*
     240.0         3.451e-03       5.7      1.01     yes
    2305.0         3.463e-03       2.5      1.00     yes
     905.0         3.468e-03       1.4      1.00     yes
    1495.0         3.473e-03       0.8      1.00     yes
     595.0         3.476e-03       1.4      1.00     yes
    1040.0         3.482e-03       6.5      1.25     NO*
     840.0         3.510e-03       3.7      1.33     yes
    1505.0         3.515e-03       0.2      1.00     yes
    2240.0         3.518e-03       6.4      1.16     NO*
    2360.0         3.556e-03       8.1      1.01     NO*
    1260.0         3.586e-03       4.8      1.09     yes
     140.0         3.589e-03       4.5      1.06     yes
     220.0         3.614e-03       5.5      1.28     yes
     360.0         3.623e-03       4.9      1.05     yes
    1420.0         3.627e-03       4.2      1.14     yes
     960.0         3.639e-03       6.7      1.01     NO*
     560.0         3.669e-03       5.1      1.01     yes
    1460.0         3.684e-03       3.1      1.22     yes
    1620.0         3.686e-03       6.9      1.35     NO*
     340.0         3.698e-03       6.9      1.06     NO*
    1895.0         3.700e-03       4.6      1.00     yes
    1980.0         3.708e-03       8.2      1.02     NO*
      40.0         3.724e-03       6.0      1.11     yes
    1195.0         3.738e-03       2.4      1.00     yes
      80.0         3.745e-03       7.8      1.07     NO*
    2080.0         3.746e-03       4.1      1.08     yes
    1380.0         3.747e-03       5.1      1.08     yes
    1705.0         3.757e-03       2.9      1.00     yes
     720.0         3.764e-03       7.8      1.15     NO*
    2340.0         3.772e-03       4.9      1.04     yes
    1405.0         3.773e-03       2.0      1.00     yes
    2220.0         3.786e-03       5.0      1.01     yes
    1740.0         3.790e-03       7.5      1.00     NO*
    1140.0         3.810e-03       4.8      1.06     yes
    2060.0         3.827e-03       6.9      1.00     NO*
    1720.0         3.839e-03       5.3      1.12     yes
     660.0         3.863e-03       6.1      1.15     NO*
    1115.0         3.878e-03       5.6      1.59     yes
     630.0         3.880e-03       5.9      1.15     yes
    1540.0         3.892e-03       4.4      1.08     yes
    1440.0         3.911e-03       4.9      1.06     yes
      95.0         3.936e-03       1.5      1.00     yes
     805.0         3.944e-03       5.0      1.00     yes
     740.0         3.963e-03       4.1      1.27     yes
    1360.0         3.966e-03       8.2      1.08     NO*
    1880.0         3.996e-03       5.5      1.28     yes
    2140.0         4.011e-03       3.6      1.14     yes
     780.0         4.061e-03       7.7      1.21     NO*
     495.0         4.062e-03       1.1      1.00     yes
     605.0         4.072e-03       1.0      1.00     yes
     680.0         4.105e-03       5.2      1.48     yes
    1060.0         4.117e-03       4.9      1.09     yes
    2270.0         4.145e-03       4.6      1.23     yes
     170.0         4.161e-03       4.7      1.04     yes
     120.0         4.164e-03       8.9      1.33     NO*
    1160.0         4.175e-03       9.7      1.63     NO*
    1815.0         4.178e-03       5.4      1.20     yes
    1760.0         4.184e-03       5.0      1.23     yes
    2180.0         4.193e-03       4.6      1.07     yes
     580.0         4.219e-03      12.6      1.01     NO*
     870.0         4.237e-03       5.1      1.12     yes
     920.0         4.261e-03      15.9      1.07     NO*
     395.0         4.309e-03       3.1      1.00     yes
     795.0         4.323e-03       1.3      1.00     yes
    1685.0         4.325e-03       4.6      1.31     yes
    1840.0         4.334e-03       4.6      1.24     yes
     820.0         4.343e-03       6.9      1.30     NO*
    1225.0         4.345e-03       6.4      1.14     NO*
    2030.0         4.358e-03       5.5      1.04     yes
     760.0         4.402e-03       2.4      1.29     yes
    1305.0         4.410e-03       1.7      1.00     yes
    2460.0         4.424e-03       4.3      1.74     yes
    2205.0         4.424e-03       1.5      1.00     yes
     705.0         4.430e-03       2.6      1.00     yes
     285.0         4.444e-03       4.4      1.34     yes
    1330.0         4.448e-03       5.0      1.04     yes
    1925.0         4.456e-03       6.1      1.38     NO*
    2485.0         4.499e-03       9.9      1.39     NO*
    1795.0         4.517e-03       2.4      1.00     yes
     940.0         4.533e-03      17.7      1.00     NO*
    1095.0         4.612e-03       2.3      1.00     yes
     530.0         4.651e-03       4.7      1.18     yes
     305.0         4.705e-03       2.8      1.00     yes
    2385.0         4.723e-03       6.3      1.23     NO*
    2295.0         4.806e-03       5.0      1.00     yes
     480.0         4.858e-03       4.0      1.05     yes
     505.0         4.863e-03       5.9      1.00     yes
     895.0         4.869e-03       2.0      1.00     yes
      60.0         4.871e-03       2.6      1.08     yes
      25.0         4.891e-03       0.7      1.00     yes
     195.0         5.110e-03       5.2      1.00     yes
    1570.0         5.271e-03       4.4      1.27     yes
    1595.0         5.302e-03       7.1      1.00     NO*
     985.0         5.735e-03       9.0      1.40     NO*
    2005.0         5.838e-03       5.6      1.00     yes
    2440.0         6.291e-03      11.9      2.75     NO*
    1005.0         7.153e-03       5.5      1.00     yes
    1860.0         1.987e-02      23.5      9.24     NO*
  consensus floor = 3.880e-03 mV^2/Hz over 87 clean bands  ->  Var(n) = 0.0155 mV^2  (RMS 124.6 uV)
  carrier a = 425.929 mV  ->  SNR = 67.7 dB in the 4 Hz demod band
