BPW34_2,Inano_1,Inano_2
6.563386658998682e-09,3.7510894367704285e-09,3.5065781607450244e-09
5.6694551666511914e-08,3.0567268519323514e-08,2.8891391360444143e-08
2.3778482707262954e-07,1.230536598229183e-07,1.1875971160719235e-07
7.045033418540294e-07,3.6188224553467065e-07,3.573779295533898e-07
1.7861989901678212e-06,9.308349463284883e-07,9.360081158924139e-07
3.968675667846665e-06,2.0752221798428204e-06,2.1297112797818775e-06
7.752656495044963e-06,4.073936033844663e-06,4.286727098923867e-06
1.3846764206131864e-05,7.404989365896984e-06,7.968496038129631e-06
2.290964798003497e-05,1.2450416043371698e-05,1.3685968042427738e-05
3.531789552833305e-05,1.9573670274885417e-05,2.1951375045513702e-05
5.1545604278355505e-05,2.94199888400517e-05,3.342758658705586e-05
7.17537630304205e-05,4.227798567660089e-05,4.835483222151631e-05
9.612019566527993e-05,5.8680944981078415e-05,6.700177324940669e-05
0.000125238178098066,7.928508090965865e-05,8.947186943427575e-05
0.00016027492596944112,0.00010423498814326336,0.00011535541394419959
0.00020345194329995063,0.00013412583854917378,0.00014437263611649442
0.00025825160081627036,0.00016893294302105607,0.00017577411681872593
0.0003297888554989794,0.00020856177501548146,0.00020897933410745032
0.00042327578957545854,0.0002531289353165867,0.0002435641742267355
0.000545934948621665,0.00030271429161985445,0.00027981302892503024
0.0007044041679505336,0.00035844053910691104,0.0003190784807708868
0.0009053574633305938,0.0004219500956894619,0.0003637750262800325
0.001158213561490463,0.0004972563736677395,0.00041836227284861537
0.001468148759678854,0.0005881990691352832,0.00048695534579301885
0.0018453692208169593,0.0007016293429067405,0.0005762265856607097
0.0022983898263722203,0.0008452096726656572,0.0006909616309303028
0.0028312980753346386,0.0010245075767072323,0.0008361714919363082
0.003458836136734698,0.0012501606271121575,0.001017717678760489
0.004179970452466651,0.0015240358665871455,0.0012343471661281661
0.004999339679287441,0.0018504540220698681,0.0014903460827322026
0.005920497293485874,0.002231955154912944,0.0017795146786977903
0.006915054003255237,0.0026555686601744256,0.002093129431377559
0.007974134187869263,0.0031206618295651456,0.0024249611310619233
0.009044325148030267,0.0036027965902553877,0.0027469251762589435
0.01005620038794736,0.004075404090740444,0.003044327474426278
0.01095938820602275,0.004521441964303479,0.003287469782872741
0.011636032516199345,0.004885961083714173,0.0034398094805133616
0.01204117483092533,0.005158017866764229,0.0034954328775168068
0.012130888772038901,0.005311085854079778,0.0034206423086808905
0.011860587396583253,0.005318994216175014,0.0032243897093513704
0.011324240746020498,0.005225481288311231,0.002926454707608177
0.010525427110854458,0.005006485036981724,0.002517984567029851
0.009555162193246758,0.004706716559866627,0.0020593546669069127
0.008529889255133281,0.004366531091754009,0.0015452351411558412
0.0074138311550075095,0.003951109635141607,0.0009882178977381334
0.006355132179009319,0.0035484253485911447,0.0004406491799858626
0.005327292841416045,0.0031195560506256624,-0.0001552621035700516
0.0043051042593138,0.0026665509086600155,-0.0007427320083245627
0.0034272146311309683,0.0022669010931214047,-0.001330485078793707
0.0025219080167046895,0.0018135316988810851,-0.0019711923252446403
0.0017037545586380681,0.0014035514360871207,-0.002564918953507505
0.0009816572593925876,0.0010202563867604195,-0.0032051598415390667
0.00018302907279792863,0.0005823147781024302,-0.0038501549158378758
-0.00044022372610683785,0.00024806526265898354,-0.004434047072217964
-0.0011076887003379637,-0.00013673538849834355,-0.005088173318358376
-0.0017753858629285454,-0.0005077951421289251,-0.00564598056093038
-0.0022559665552894514,-0.0007818088107372917,-0.0061815164457158095
-0.0029009124388394633,-0.0011643012849083811,-0.0067352615549527844
-0.0033513644445351126,-0.0014168702662027757,-0.007112486415241412
-0.0037505716742017164,-0.00167104065067597,-0.0075402198575567694
-0.004265770971683722,-0.001982904969506004,-0.007849481053194766
-0.00443202438330538,-0.0020927298198350763,-0.008014624540938015
-0.004773986834213553,-0.0023311332000881813,-0.008256367674336323
-0.004972277962844496,-0.0024532319646977108,-0.008240437407428261
-0.004910713649723938,-0.002448904587253928,-0.008242579844250558
-0.005137815771906792,-0.0026043662044194227,-0.008222396570113005
-0.004910998706022365,-0.0024703630297233797,-0.007941044456014429
-0.004785260953519027,-0.0024304982041458423,-0.0078513762577503
-0.004746733330690103,-0.0023977466751546606,-0.007540518369723026
-0.004198162565762914,-0.0020833874268328806,-0.0071735870047252015
-0.004127960841209866,-0.0020570159712849506,-0.006998332178323463
-0.003681587096998923,-0.0017660835690867793,-0.006465111838320159
-0.0031127255082839533,-0.0014537491915543876,-0.006187743261478418
-0.003024381422011918,-0.0013797982541650933,-0.00585312542013447
-0.0022052550952497973,-0.0008800150546518781,-0.005276670742249828
-0.0019085633747340236,-0.0007200219384183026,-0.005124283753823677
-0.0015572527557836113,-0.00046050316425583215,-0.0045753857978890755
-0.0006661588429296428,5.444014401048691e-05,-0.004175210464335916
-0.0006694586063187569,7.794925190776625e-05,-0.004008029370337063
0.00011957226031339419,0.0005910144855169608,-0.0033343923009318266
0.000649555230252119,0.0008835946471238976,-0.0032223565378742547
0.0006607815879705603,0.0009630741328091885,-0.002840428911869003
0.001722988216312893,0.0015960525894756217,-0.002291813967778583
0.0016589843589895903,0.0015728038089825869,-0.0023517885736094313
0.002109282949558533,0.0019197230303591162,-0.0017000577259459748
0.00292817626250097,0.002369393392035901,-0.0015299313040849083
