FULL PER-BAND NOISE-FLOOR TABLE
Fs = 5000.00 Hz  carrier = 930.500 Hz  Nyquist = 2500.0 Hz
record = 150000 samples (30.0 s)  Welch NFFT = 8192  bin = 0.610 Hz
candidate carrier-free bands = 106  (guard ±3.0 Hz from every comb line)
'clean' = no bin > band-median + 6.0 dB;  bw_ratio = density spread across halfwidths [2, 5, 10, 20]

========================================================================
BPW34_1
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
    1614.0         2.766e-04       3.7      1.17     yes
    1660.8         2.800e-04       1.9      1.00     yes
    2441.2         2.864e-04       8.8      1.06     NO*
    1525.0         2.883e-04       2.5      1.00     yes
     965.0         2.908e-04       4.9      1.02     yes
    1726.0         3.035e-04       1.7      1.07     yes
    2421.0         3.038e-04       1.1      1.00     yes
    1755.2         3.074e-04       0.5      1.00     yes
    1543.2         3.081e-04       1.0      1.00     yes
    2383.2         3.085e-04      12.4      1.14     NO*
    1479.0         3.093e-04       1.8      1.00     yes
    1813.2         3.111e-04       1.2      1.15     yes
    1772.0         3.146e-04       3.6      1.01     yes
    2467.0         3.221e-04      15.0      1.05     NO*
    1838.0         3.232e-04       1.7      1.04     yes
    1743.8         3.265e-04       0.5      1.00     yes
    1681.5         3.274e-04       3.2      1.00     yes
     135.0         3.305e-04       1.0      1.10     yes
    1569.5         3.330e-04       0.8      1.00     yes
    1506.8         3.330e-04       2.2      1.00     yes
     874.5         3.344e-04       5.1      1.05     yes
    2489.2         3.442e-04       2.7      1.02     yes
    1637.0         3.457e-04       4.8      1.00     yes
    2358.2         3.465e-04       1.7      1.09     yes
      88.8         3.478e-04       2.3      1.03     yes
    1589.8         3.481e-04       1.8      1.15     yes
     313.0         3.509e-04       1.2      1.08     yes
      63.8         3.572e-04      22.7      1.23     NO*
     159.8         3.602e-04       1.1      1.04     yes
    1707.2         3.605e-04       1.1      1.00     yes
     857.2         3.614e-04       0.9      1.00     yes
    1458.8         3.620e-04       1.5      1.00     yes
    1188.8         3.635e-04       2.6      1.10     yes
     633.8         3.720e-04       2.4      1.17     yes
    1057.8         3.724e-04       2.3      1.00     yes
     761.2         3.733e-04      13.6      1.06     NO*
     206.2         3.744e-04       1.3      1.00     yes
    1077.0         3.773e-04       4.6      1.06     yes
    1791.8         3.780e-04       1.5      1.12     yes
    1367.0         3.808e-04       1.8      1.03     yes
    1258.2         3.851e-04       0.8      1.04     yes
    1031.0         3.851e-04      11.0      1.18     NO*
     179.5         3.888e-04       9.3      1.20     NO*
    1115.8         3.899e-04       1.8      1.17     yes
     809.2         3.907e-04       4.5      1.05     yes
     655.2         3.918e-04       0.6      1.00     yes
      42.2         3.954e-04       1.0      1.00     yes
     892.2         3.979e-04       1.2      1.00     yes
     739.8         4.016e-04       2.2      1.01     yes
    1884.0         4.017e-04       1.8      1.15     yes
    1389.2         4.051e-04       6.1      1.19     NO*
     919.0         4.065e-04      21.4      1.04     NO*
    2240.8         4.075e-04       2.3      1.09     yes
    1140.8         4.105e-04       1.7      1.00     yes
    1222.0         4.124e-04       2.5      1.17     yes
     986.5         4.124e-04       1.5      1.01     yes
     940.2         4.144e-04      22.3      1.09     NO*
     672.0         4.213e-04      14.8      1.10     NO*
     224.0         4.235e-04       4.7      1.42     yes
     194.8         4.260e-04       0.6      1.00     yes
     527.0         4.273e-04       3.0      1.13     yes
     560.8         4.287e-04       1.2      1.00     yes
     784.0         4.394e-04       4.3      1.07     yes
     830.0         4.476e-04      10.2      1.45     NO*
     336.0         4.502e-04       1.7      1.08     yes
    1094.2         4.503e-04       0.6      1.00     yes
     382.0         4.547e-04       0.9      1.08     yes
    1166.0         4.601e-04       3.8      1.20     yes
    1436.0         4.629e-04       1.6      1.00     yes
     718.0         4.678e-04       3.9      1.00     yes
    1413.0         4.742e-04       1.9      1.21     yes
    1306.2         4.788e-04       1.7      1.00     yes
     290.8         4.875e-04       1.3      1.01     yes
     491.2         5.006e-04       1.6      1.00     yes
     608.8         5.016e-04       2.5      1.16     yes
     112.0         5.055e-04      17.2      1.52     NO*
    1009.8         5.162e-04       8.8      1.09     NO*
     270.0         5.240e-04       1.3      1.01     yes
     242.8         5.269e-04       0.7      1.00     yes
    1294.8         5.284e-04       0.6      1.00     yes
     471.0         5.449e-04       5.9      1.54     yes
    2264.5         5.572e-04       3.2      1.03     yes
     583.0         5.644e-04      13.5      1.58     NO*
    1331.2         5.757e-04       2.5      1.21     yes
    2028.8         5.828e-04       2.9      1.02     yes
    1278.0         5.835e-04      20.1      1.56     NO*
     360.2         6.105e-04       3.8      1.23     yes
      27.2         6.329e-04       8.6      1.00     NO*
     691.8         6.334e-04       6.7      1.08     NO*
    2332.0         7.413e-04       5.0      1.54     yes
    2062.0         8.110e-04       2.9      1.00     yes
    2220.0         8.314e-04       3.8      1.03     yes
    2286.0         9.416e-04       4.9      1.01     yes
    2131.0         1.036e-03       2.2      1.06     yes
    1919.2         1.152e-03       4.4      1.06     yes
    2109.8         1.497e-03       2.1      1.29     yes
    2085.0         1.639e-03       1.2      1.04     yes
    2156.2         2.129e-03       1.6      1.00     yes
    2310.2         2.675e-03       1.9      1.40     yes
    2174.0         3.371e-03       1.0      1.02     yes
    2192.8         4.176e-03       0.9      1.00     yes
    1992.2         6.370e-03       0.8      1.00     yes
    1944.2         6.534e-03       0.7      1.00     yes
    1955.8         8.002e-03       2.6      1.00     yes
    1861.2         9.071e-03      26.6     43.83     NO*
    1973.0         9.954e-03       2.4      1.10     yes
  consensus floor = 4.075e-04 mV^2/Hz over 87 clean bands  ->  Var(n) = 0.0016 mV^2  (RMS 40.4 uV)
  carrier a = 188.896 mV  ->  SNR = 70.4 dB in the 4 Hz demod band

========================================================================
BPW34_2
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
    1791.8         3.129e-04       1.6      1.16     yes
    1660.8         3.224e-04       1.2      1.20     yes
    1294.8         3.258e-04       2.0      1.00     yes
     874.5         3.327e-04       6.4      1.23     NO*
     194.8         3.328e-04       0.9      1.00     yes
    1772.0         3.436e-04       2.9      1.05     yes
     857.2         3.448e-04       1.2      1.00     yes
    1389.2         3.476e-04       2.4      1.09     yes
    2264.5         3.476e-04       7.4      1.05     NO*
    1838.0         3.478e-04       1.2      1.06     yes
    1543.2         3.491e-04       2.6      1.00     yes
     206.2         3.506e-04       0.7      1.00     yes
    1367.0         3.521e-04       1.8      1.01     yes
    1755.2         3.577e-04       1.0      1.00     yes
     159.8         3.579e-04       3.1      1.00     yes
    1637.0         3.644e-04       2.8      1.00     yes
    1813.2         3.652e-04       1.3      1.02     yes
    1506.8         3.654e-04       1.2      1.00     yes
    1479.0         3.691e-04       1.4      1.05     yes
    1525.0         3.718e-04       1.4      1.03     yes
    1884.0         3.720e-04       0.8      1.02     yes
    1140.8         3.726e-04       6.8      1.11     NO*
     560.8         3.737e-04       1.4      1.02     yes
     892.2         3.759e-04       2.7      1.00     yes
     633.8         3.763e-04       1.2      1.04     yes
    1614.0         3.765e-04       3.6      1.05     yes
    1726.0         3.766e-04       4.7      1.01     yes
    1681.5         3.806e-04       3.8      1.04     yes
      42.2         3.828e-04       4.2      1.00     yes
    1743.8         3.840e-04       1.2      1.00     yes
    1589.8         3.872e-04       1.4      1.10     yes
     382.0         3.900e-04       1.4      1.02     yes
     112.0         3.905e-04      52.5      1.19     NO*
     313.0         3.919e-04       1.2      1.01     yes
    2358.2         3.931e-04       1.1      1.19     yes
     965.0         3.951e-04       7.7      1.00     NO*
    2489.2         3.954e-04       1.6      1.02     yes
    1436.0         3.957e-04       1.8      1.12     yes
      88.8         3.985e-04       2.3      1.20     yes
    1009.8         3.991e-04       6.7      1.10     NO*
    2467.0         4.012e-04      16.8      1.00     NO*
    2441.2         4.033e-04       4.7      1.17     yes
     761.2         4.034e-04      16.0      1.01     NO*
    1413.0         4.037e-04       1.5      1.03     yes
    1458.8         4.040e-04       1.3      1.03     yes
     290.8         4.042e-04       0.9      1.10     yes
    1188.8         4.054e-04       1.2      1.09     yes
     583.0         4.085e-04       8.9      1.06     NO*
     135.0         4.087e-04       1.9      1.00     yes
     491.2         4.096e-04       0.7      1.02     yes
     784.0         4.101e-04      12.3      1.16     NO*
     224.0         4.110e-04       1.3      1.02     yes
    1115.8         4.128e-04       3.6      1.04     yes
     336.0         4.130e-04       1.2      1.03     yes
     527.0         4.136e-04      19.9      1.23     NO*
    1166.0         4.152e-04       2.8      1.00     yes
     739.8         4.161e-04       0.8      1.03     yes
     471.0         4.181e-04      10.8      1.00     NO*
    1077.0         4.211e-04       7.3      1.03     NO*
    1707.2         4.216e-04       0.6      1.00     yes
    1278.0         4.219e-04       7.2      1.21     NO*
    1569.5         4.238e-04       1.5      1.09     yes
    1306.2         4.253e-04       1.0      1.00     yes
     608.8         4.254e-04       4.1      1.04     yes
    2383.2         4.297e-04      14.7      1.05     NO*
     672.0         4.321e-04      17.2      1.08     NO*
    1222.0         4.360e-04       2.0      1.15     yes
     809.2         4.379e-04       5.0      1.01     yes
    2421.0         4.384e-04       1.8      1.02     yes
    1057.8         4.385e-04       1.2      1.00     yes
    1331.2         4.402e-04       5.0      1.05     yes
    2240.8         4.433e-04       2.2      1.15     yes
     986.5         4.457e-04       7.4      1.02     NO*
     655.2         4.502e-04       0.5      1.00     yes
     919.0         4.522e-04      24.6      1.05     NO*
     242.8         4.542e-04      29.9      1.00     NO*
    1094.2         4.552e-04       0.6      1.00     yes
    2028.8         4.675e-04       2.1      1.07     yes
     830.0         4.692e-04      13.5      1.23     NO*
    1258.2         4.758e-04       4.7      1.09     yes
     718.0         5.063e-04      11.5      1.17     NO*
     270.0         5.121e-04       1.4      1.01     yes
