FULL PER-BAND NOISE-FLOOR TABLE
Fs = 2500.00 Hz  carrier = 60.000 Hz  Nyquist = 1250.0 Hz
record = 150000 samples (60.0 s)  Welch NFFT = 8192  bin = 0.305 Hz
candidate carrier-free bands = 70  (guard ±3.0 Hz from every comb line)
'clean' = no bin > band-median + 6.0 dB;  bw_ratio = density spread across halfwidths [2, 5, 10, 20]

========================================================================
BPW34_1
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
     190.0         5.251e-04      12.3      1.15     NO*
     130.0         5.297e-04      12.1      1.01     NO*
     790.0         5.448e-04       9.6      1.12     NO*
     830.0         5.455e-04      11.8      1.41     NO*
     770.0         5.476e-04      14.5      1.06     NO*
     890.0         5.528e-04      11.8      1.19     NO*
     810.0         5.571e-04      13.1      1.05     NO*
    1090.0         5.620e-04      10.5      1.11     NO*
    1045.0         5.647e-04       2.3      1.00     yes
     970.0         5.801e-04      17.4      1.05     NO*
     730.0         5.811e-04       7.8      1.05     NO*
     170.0         5.813e-04      18.2      1.00     NO*
     855.0         5.815e-04       5.3      1.00     yes
    1030.0         6.015e-04      16.2      1.20     NO*
     255.0         6.034e-04       4.0      1.00     yes
     145.0         6.142e-04       2.6      1.00     yes
     210.0         6.198e-04       9.5      1.19     NO*
    1190.0         6.309e-04       6.1      1.04     NO*
      90.0         6.316e-04       4.7      1.06     yes
    1130.0         6.322e-04      14.6      1.10     NO*
    1210.0         6.330e-04      15.2      1.10     NO*
     845.0         6.332e-04       3.7      1.00     yes
    1145.0         6.354e-04       0.7      1.00     yes
    1230.0         6.508e-04      11.7      1.05     NO*
    1155.0         6.683e-04      31.8      1.00     NO*
     270.0         6.702e-04      15.6      1.19     NO*
    1245.0         6.709e-04       6.6      1.00     NO*
     710.0         6.912e-04      31.3      1.06     NO*
    1110.0         6.920e-04      18.7      1.14     NO*
    1010.0         7.029e-04      13.5      1.02     NO*
     245.0         7.065e-04       0.9      1.00     yes
      45.0         7.065e-04      11.0      1.00     NO*
    1170.0         7.349e-04      23.9      1.10     NO*
     155.0         7.365e-04       9.8      1.00     NO*
    1055.0         7.483e-04      12.1      1.00     NO*
     110.0         7.494e-04      22.0      1.02     NO*
     755.0         7.554e-04       2.1      1.00     yes
     870.0         7.767e-04      29.4      1.70     NO*
     955.0         7.866e-04       4.9      1.00     yes
      55.0         8.791e-04      31.9      1.00     NO*
     745.0         8.823e-04       2.5      1.00     yes
     990.0         8.994e-04      34.8      1.38     NO*
     230.0         9.032e-04      23.4      2.19     NO*
      30.0         1.061e-03       6.5      1.21     NO*
     370.0         1.086e-03      11.9      1.19     NO*
     910.0         1.229e-03       5.1      1.00     yes
     310.0         1.232e-03      10.7      1.08     NO*
     290.0         1.287e-03      48.2      1.35     NO*
     330.0         1.338e-03      14.3      1.11     NO*
     390.0         1.362e-03       6.3      1.05     NO*
    1070.0         1.369e-03      11.0      1.65     NO*
     345.0         1.417e-03      28.6      1.00     NO*
     355.0         1.478e-03       1.2      1.00     yes
     690.0         1.722e-03      20.9      1.06     NO*
      70.0         1.743e-03      16.7      2.70     NO*
     555.0         1.889e-03       1.4      1.00     yes
     490.0         2.033e-03      10.4      1.12     NO*
     470.0         2.465e-03      14.0      1.19     NO*
     945.0         2.603e-03       6.2      1.00     NO*
     510.0         2.681e-03      10.0      1.14     NO*
     570.0         2.706e-03      12.0      1.50     NO*
     590.0         2.864e-03      33.5      1.02     NO*
     545.0         3.059e-03       2.2      1.00     yes
     530.0         3.234e-03      18.4      1.04     NO*
     610.0         4.734e-03       3.6      1.01     yes
     670.0         4.759e-03       3.4      1.34     yes
     655.0         6.184e-03       1.7      1.00     yes
     630.0         7.386e-03       4.6      1.03     yes
     645.0         8.423e-03       1.2      1.00     yes
     930.0         3.902e+00      64.7     40.90     NO*
  consensus floor = 8.344e-04 mV^2/Hz over 20 clean bands  ->  Var(n) = 0.0033 mV^2  (RMS 57.8 uV)
  carrier a = 0.498 mV  ->  SNR = 15.7 dB in the 4 Hz demod band

========================================================================
BPW34_2
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
     145.0         8.350e-04       2.2      1.00     yes
     790.0         8.868e-04       7.1      1.15     NO*
    1090.0         9.459e-04       7.2      1.00     NO*
    1190.0         9.572e-04       2.8      1.01     yes
     130.0         9.767e-04       8.6      1.04     NO*
     170.0         9.859e-04      15.2      1.03     NO*
     730.0         9.874e-04       5.8      1.03     yes
     155.0         9.955e-04       7.0      1.00     NO*
     770.0         1.002e-03      11.1      1.05     NO*
    1045.0         1.021e-03       1.0      1.00     yes
      90.0         1.041e-03       3.1      1.15     yes
     970.0         1.045e-03      15.7      1.05     NO*
     830.0         1.046e-03       9.4      1.21     NO*
    1130.0         1.049e-03      11.8      1.11     NO*
    1010.0         1.060e-03       9.0      1.02     NO*
     810.0         1.066e-03       9.9      1.12     NO*
     255.0         1.071e-03       1.3      1.00     yes
     890.0         1.071e-03       7.9      1.01     NO*
    1145.0         1.073e-03       0.6      1.00     yes
    1155.0         1.080e-03      29.2      1.00     NO*
     755.0         1.081e-03       1.1      1.00     yes
     845.0         1.084e-03       2.2      1.00     yes
     245.0         1.100e-03       1.1      1.00     yes
     855.0         1.103e-03       2.7      1.00     yes
    1210.0         1.107e-03      11.9      1.04     NO*
     990.0         1.109e-03      34.5      1.32     NO*
    1170.0         1.112e-03      21.9      1.00     NO*
     870.0         1.120e-03      27.3      1.25     NO*
    1230.0         1.123e-03       8.0      1.02     NO*
     710.0         1.146e-03      28.7      1.02     NO*
     270.0         1.151e-03      15.2      1.03     NO*
     210.0         1.159e-03       5.6      1.31     yes
     955.0         1.161e-03       2.9      1.00     yes
     110.0         1.174e-03      18.9      1.03     NO*
    1110.0         1.175e-03      15.0      1.08     NO*
     745.0         1.200e-03       1.1      1.00     yes
      45.0         1.216e-03       7.2      1.00     NO*
     190.0         1.217e-03       7.6      1.02     NO*
    1055.0         1.218e-03       9.5      1.00     NO*
    1030.0         1.219e-03      13.8      1.23     NO*
    1245.0         1.245e-03       4.0      1.00     yes
     230.0         1.327e-03      20.5      1.47     NO*
      55.0         1.419e-03      30.2      1.00     NO*
     370.0         1.425e-03      12.4      1.03     NO*
      30.0         1.449e-03       5.2      1.04     yes
     910.0         1.474e-03       4.3      1.00     yes
     345.0         1.500e-03      29.0      1.00     NO*
     330.0         1.517e-03      15.1      1.00     NO*
     310.0         1.579e-03       7.4      1.03     NO*
     390.0         1.579e-03       4.4      1.00     yes
     355.0         1.624e-03       1.3      1.00     yes
     690.0         1.649e-03      20.6      1.05     NO*
     290.0         1.798e-03      48.5      1.27     NO*
    1070.0         1.870e-03       9.4      1.78     NO*
     555.0         1.939e-03       1.7      1.00     yes
     470.0         2.105e-03      13.0      1.10     NO*
     490.0         2.139e-03       9.6      1.06     NO*
     510.0         2.526e-03       7.3      1.04     NO*
      70.0         2.547e-03      13.5      2.84     NO*
     590.0         2.795e-03      34.4      1.14     NO*
     530.0         2.899e-03      18.6      1.04     NO*
     545.0         2.900e-03       1.7      1.00     yes
     945.0         3.035e-03       3.9      1.00     yes
