FULL PER-BAND NOISE-FLOOR TABLE
Fs = 5000.00 Hz  carrier = 930.000 Hz  Nyquist = 2500.0 Hz
record = 150000 samples (30.0 s)  Welch NFFT = 8192  bin = 0.610 Hz
candidate carrier-free bands = 126  (guard ±3.0 Hz from every comb line)
'clean' = no bin > band-median + 6.0 dB;  bw_ratio = density spread across halfwidths [2, 5, 10, 20]

========================================================================
A2V-16_A2
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
    1495.0         3.485e-03       1.5      1.00     yes
     595.0         3.667e-03       0.7      1.00     yes
     605.0         3.801e-03       3.7      1.00     yes
    2105.0         3.818e-03       2.8      1.00     yes
    1405.0         3.833e-03       1.6      1.00     yes
    1540.0         3.960e-03       6.1      1.02     NO*
     105.0         4.045e-03       0.3      1.00     yes
    2060.0         4.072e-03       8.7      1.02     NO*
     905.0         4.075e-03       1.3      1.00     yes
    1505.0         4.087e-03       1.2      1.00     yes
      40.0         4.111e-03       7.1      1.24     NO*
    2080.0         4.167e-03       5.2      1.04     yes
     320.0         4.169e-03       8.9      1.01     NO*
    1360.0         4.180e-03       8.5      1.07     NO*
     740.0         4.192e-03       6.7      1.01     NO*
     340.0         4.221e-03       7.0      1.26     NO*
    2240.0         4.224e-03       8.0      1.18     NO*
    1780.0         4.234e-03       8.0      1.15     NO*
    2160.0         4.236e-03       5.3      1.11     yes
    1420.0         4.257e-03       4.0      1.06     yes
    2360.0         4.283e-03       8.8      1.05     NO*
      80.0         4.285e-03       8.4      1.00     NO*
     240.0         4.287e-03       5.7      1.13     yes
    1080.0         4.288e-03       7.0      1.12     NO*
    1840.0         4.312e-03       5.4      1.09     yes
     260.0         4.333e-03       6.4      1.03     NO*
      95.0         4.355e-03       2.8      1.00     yes
    1020.0         4.360e-03       6.8      1.11     NO*
    1720.0         4.372e-03       5.0      1.10     yes
    1620.0         4.375e-03       6.4      1.06     NO*
    1520.0         4.392e-03       6.4      1.13     NO*
     795.0         4.412e-03       0.7      1.00     yes
    2095.0         4.416e-03       0.8      1.00     yes
    2220.0         4.419e-03       7.3      1.16     NO*
    2305.0         4.434e-03       2.7      1.00     yes
    1040.0         4.434e-03       7.2      1.24     NO*
    1660.0         4.435e-03       8.9      1.08     NO*
     780.0         4.457e-03       9.5      1.00     NO*
    1280.0         4.459e-03      20.5      1.11     NO*
    1980.0         4.461e-03       9.2      1.23     NO*
    2420.0         4.475e-03       5.8      1.08     yes
     205.0         4.477e-03       1.1      1.00     yes
    2295.0         4.479e-03       7.9      1.00     NO*
      25.0         4.500e-03       3.2      1.00     yes
    1995.0         4.509e-03       1.4      1.00     yes
    1640.0         4.514e-03       6.0      1.23     yes
    1460.0         4.520e-03       4.1      1.28     yes
    2120.0         4.520e-03       4.4      1.04     yes
    1440.0         4.568e-03       5.5      1.14     yes
     140.0         4.574e-03       4.9      1.12     yes
    1260.0         4.579e-03       4.0      1.04     yes
     820.0         4.591e-03       7.2      1.25     NO*
    1380.0         4.608e-03       5.0      1.11     yes
     560.0         4.620e-03       5.7      1.28     yes
     705.0         4.642e-03       1.9      1.00     yes
    2140.0         4.655e-03       5.9      1.15     yes
    2205.0         4.659e-03       1.1      1.00     yes
     895.0         4.683e-03       4.6      1.00     yes
    1305.0         4.693e-03       3.4      1.00     yes
    1760.0         4.698e-03       5.0      1.19     yes
    1880.0         4.712e-03       5.7      1.13     yes
    1295.0         4.716e-03       0.5      1.00     yes
    1395.0         4.722e-03       0.5      1.00     yes
     660.0         4.738e-03       6.9      1.13     NO*
     720.0         4.758e-03       6.2      1.22     NO*
    1480.0         4.763e-03       6.9      1.16     NO*
    1895.0         4.796e-03       4.4      1.00     yes
    1960.0         4.856e-03       5.1      1.23     yes
    1605.0         4.870e-03       0.9      1.00     yes
     870.0         4.894e-03       5.5      1.15     yes
     120.0         4.930e-03       8.2      1.22     NO*
     760.0         4.931e-03       4.0      1.39     yes
    1740.0         4.967e-03       6.9      1.15     NO*
     630.0         4.971e-03       7.3      1.14     NO*
     480.0         4.977e-03       5.0      1.05     yes
     840.0         4.985e-03       5.3      1.02     yes
    1140.0         5.015e-03       4.8      1.16     yes
    1060.0         5.024e-03       4.8      1.44     yes
     495.0         5.032e-03       1.6      1.00     yes
    1195.0         5.050e-03       2.2      1.00     yes
    1705.0         5.051e-03       2.2      1.00     yes
     580.0         5.059e-03      14.8      1.23     NO*
    1180.0         5.074e-03       5.7      1.40     yes
    1595.0         5.100e-03       8.9      1.00     NO*
    2340.0         5.102e-03       4.7      1.04     yes
     805.0         5.158e-03       1.7      1.00     yes
     920.0         5.165e-03      13.8      1.00     NO*
    1815.0         5.173e-03       6.0      1.55     yes
    2270.0         5.174e-03       5.0      1.32     yes
    2180.0         5.182e-03       5.1      1.11     yes
    1225.0         5.196e-03       7.8      1.60     NO*
     530.0         5.203e-03       6.7      1.31     NO*
     960.0         5.210e-03       7.7      1.01     NO*
     170.0         5.218e-03       5.9      1.31     yes
    2320.0         5.245e-03       7.0      1.26     NO*
    2460.0         5.245e-03       4.2      1.21     yes
     985.0         5.292e-03       5.3      1.49     yes
     680.0         5.298e-03       4.7      1.16     yes
    2030.0         5.333e-03       5.4      1.42     yes
     695.0         5.335e-03       0.5      1.00     yes
      60.0         5.345e-03       4.7      1.05     yes
    1330.0         5.430e-03       6.5      1.20     NO*
     285.0         5.434e-03       5.8      1.31     yes
    1795.0         5.484e-03       1.8      1.00     yes
    1685.0         5.488e-03       5.9      1.77     yes
     360.0         5.504e-03       5.1      1.21     yes
    1115.0         5.509e-03       5.2      1.40     yes
    1570.0         5.530e-03       5.2      1.13     yes
     220.0         5.646e-03       6.2      1.37     NO*
    2485.0         5.683e-03       7.9      1.24     NO*
    2195.0         5.712e-03       0.3      1.00     yes
    2405.0         5.834e-03       1.6      1.00     yes
     940.0         5.836e-03      15.7      1.00     NO*
     505.0         6.077e-03       7.0      1.00     NO*
    1925.0         6.135e-03       6.5      1.13     NO*
     380.0         6.285e-03       8.5      1.01     NO*
    2005.0         6.379e-03       3.0      1.00     yes
    2385.0         6.460e-03       6.2      1.26     NO*
     195.0         6.531e-03       5.4      1.00     yes
    1160.0         6.545e-03       9.8      1.84     NO*
     305.0         6.713e-03       3.2      1.00     yes
    1095.0         7.187e-03       2.0      1.00     yes
    1005.0         7.220e-03       1.5      1.00     yes
     395.0         8.243e-03       1.5      1.00     yes
    2440.0         9.017e-03      12.5      2.70     NO*
    1860.0         4.753e-02      26.9     21.30     NO*
  consensus floor = 4.759e-03 mV^2/Hz over 78 clean bands  ->  Var(n) = 0.0190 mV^2  (RMS 138.0 uV)
  carrier a = 395.296 mV  ->  SNR = 66.1 dB in the 4 Hz demod band

========================================================================
A2V-16_A3
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
    1605.0         7.615e-03       2.3      1.00     yes
    2220.0         7.990e-03       3.3      1.02     yes
    1260.0         8.291e-03       2.0      1.06     yes
    1295.0         8.368e-03       0.8      1.00     yes
    1880.0         8.412e-03       4.1      1.00     yes
    1780.0         8.492e-03       5.8      1.26     yes
    2195.0         8.499e-03       0.5      1.00     yes
    1520.0         8.577e-03       2.5      1.07     yes
     695.0         8.631e-03       0.7      1.00     yes
     140.0         8.672e-03       2.3      1.01     yes
    1440.0         8.683e-03       3.4      1.26     yes
    1395.0         8.758e-03       1.6      1.00     yes
    1020.0         8.776e-03       4.2      1.00     yes
     740.0         8.795e-03       2.8      1.24     yes
     105.0         8.795e-03       1.0      1.00     yes
      40.0         8.829e-03       4.8      1.12     yes
     605.0         8.841e-03       1.2      1.00     yes
     805.0         8.878e-03       2.1      1.00     yes
    1280.0         8.924e-03      15.2      1.12     NO*
    2095.0         8.962e-03       0.6      1.00     yes
    1740.0         8.970e-03       4.6      1.08     yes
    2180.0         8.971e-03       2.5      1.02     yes
     320.0         8.992e-03       5.9      1.03     yes
    1380.0         9.001e-03       2.0      1.10     yes
     595.0         9.011e-03       1.0      1.00     yes
    2120.0         9.014e-03       2.2      1.14     yes
    1040.0         9.075e-03       3.2      1.09     yes
    2420.0         9.089e-03       3.5      1.06     yes
    1840.0         9.111e-03       3.1      1.01     yes
    2205.0         9.123e-03       0.9      1.00     yes
    2305.0         9.133e-03       0.7      1.00     yes
    1360.0         9.188e-03       6.6      1.05     NO*
     780.0         9.188e-03       6.3      1.09     NO*
    2060.0         9.238e-03       6.4      1.10     NO*
     920.0         9.240e-03       9.0      1.00     NO*
     240.0         9.306e-03       2.9      1.08     yes
    1080.0         9.328e-03       4.0      1.02     yes
     480.0         9.357e-03       3.5      1.12     yes
    2160.0         9.455e-03       3.4      1.12     yes
     660.0         9.482e-03       4.6      1.13     yes
    1760.0         9.482e-03       2.5      1.03     yes
     560.0         9.507e-03       2.4      1.02     yes
    1540.0         9.511e-03       2.7      1.04     yes
     905.0         9.511e-03       0.5      1.00     yes
     720.0         9.518e-03       3.8      1.02     yes
    2105.0         9.545e-03       0.8      1.00     yes
    2340.0         9.582e-03       2.7      1.02     yes
    1960.0         9.624e-03       2.2      1.00     yes
    2140.0         9.633e-03       4.4      1.15     yes
     205.0         9.663e-03       0.6      1.00     yes
    1180.0         9.726e-03       1.9      1.08     yes
     260.0         9.768e-03       2.5      1.12     yes
    2320.0         9.775e-03       4.3      1.12     yes
    1640.0         9.791e-03       3.2      1.02     yes
    2360.0         9.800e-03       6.3      1.10     NO*
    1685.0         9.811e-03       4.2      1.11     yes
     705.0         9.827e-03       0.9      1.00     yes
    1505.0         9.852e-03       0.2      1.00     yes
     820.0         9.895e-03       3.4      1.22     yes
    2080.0         9.904e-03       2.8      1.06     yes
      25.0         9.908e-03       1.3      1.00     yes
    1115.0         9.915e-03       3.8      1.58     yes
    1570.0         9.916e-03       3.3      1.17     yes
     495.0         9.929e-03       0.9      1.00     yes
     380.0         9.960e-03       7.1      1.03     NO*
     940.0         9.965e-03      11.3      1.06     NO*
    1140.0         1.001e-02       3.6      1.23     yes
    1160.0         1.001e-02       4.9      1.25     yes
      95.0         1.002e-02       0.4      1.00     yes
      60.0         1.003e-02       3.5      1.02     yes
     305.0         1.003e-02       2.0      1.00     yes
     895.0         1.003e-02       1.5      1.00     yes
     360.0         1.005e-02       3.9      1.32     yes
    1660.0         1.007e-02       5.9      1.03     yes
    2240.0         1.010e-02       5.1      1.04     yes
    1405.0         1.010e-02       1.4      1.00     yes
    1480.0         1.012e-02       5.1      1.10     yes
    1305.0         1.013e-02       1.1      1.00     yes
    2485.0         1.027e-02       5.9      1.24     yes
    1495.0         1.028e-02       0.8      1.00     yes
    1720.0         1.029e-02       2.1      1.11     yes
     795.0         1.031e-02       0.5      1.00     yes
    2460.0         1.031e-02       2.5      1.11     yes
     220.0         1.032e-02       4.1      1.56     yes
    1995.0         1.033e-02       0.8      1.00     yes
     960.0         1.034e-02       5.4      1.15     yes
    1795.0         1.037e-02       1.7      1.00     yes
    2405.0         1.038e-02       0.9      1.00     yes
     680.0         1.041e-02       2.8      1.00     yes
    1460.0         1.044e-02       1.8      1.06     yes
    1705.0         1.045e-02       1.0      1.00     yes
    1330.0         1.046e-02       4.4      1.11     yes
    1980.0         1.053e-02       4.7      1.02     yes
    1620.0         1.060e-02       3.4      1.06     yes
     630.0         1.065e-02       5.4      1.30     yes
    2030.0         1.066e-02       3.0      1.05     yes
    1895.0         1.071e-02       0.3      1.00     yes
     285.0         1.071e-02       3.1      1.30     yes
     580.0         1.073e-02      10.2      1.40     NO*
    2385.0         1.074e-02       4.6      1.14     yes
     760.0         1.079e-02       1.9      1.00     yes
    1595.0         1.080e-02       6.1      1.00     NO*
     840.0         1.081e-02       1.9      1.05     yes
    1420.0         1.082e-02       2.4      1.24     yes
    2270.0         1.084e-02       4.0      1.17     yes
     340.0         1.092e-02       4.3      1.19     yes
    1925.0         1.098e-02       4.1      1.09     yes
    1060.0         1.098e-02       2.6      1.06     yes
     505.0         1.100e-02       4.8      1.00     yes
    1815.0         1.105e-02       4.8      1.23     yes
     170.0         1.105e-02       3.9      1.07     yes
      80.0         1.106e-02       6.0      1.04     yes
     870.0         1.109e-02       3.5      1.09     yes
    1195.0         1.111e-02       0.8      1.00     yes
    1225.0         1.113e-02       5.2      1.37     yes
    1095.0         1.125e-02       1.3      1.00     yes
     985.0         1.131e-02       6.1      1.14     NO*
     530.0         1.149e-02       4.5      1.09     yes
    2005.0         1.169e-02       2.6      1.00     yes
     195.0         1.172e-02       2.8      1.00     yes
     120.0         1.176e-02       5.4      1.20     yes
    2295.0         1.194e-02       3.6      1.00     yes
    2440.0         1.234e-02       9.0      1.64     NO*
     395.0         1.303e-02       0.6      1.00     yes
    1005.0         1.416e-02       1.3      1.00     yes
    1860.0         3.634e-02      20.7      5.93     NO*
  consensus floor = 9.916e-03 mV^2/Hz over 113 clean bands  ->  Var(n) = 0.0397 mV^2  (RMS 199.2 uV)
  carrier a = 300.116 mV  ->  SNR = 60.6 dB in the 4 Hz demod band

========================================================================
A2V-16_A4
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
     140.0         8.223e-03       1.9      1.12     yes
    2360.0         8.230e-03       7.7      1.14     NO*
    1295.0         8.238e-03       0.3      1.00     yes
    1780.0         8.554e-03       4.4      1.18     yes
    1360.0         8.696e-03       6.5      1.09     NO*
     480.0         8.810e-03       1.9      1.12     yes
    2305.0         8.817e-03       0.9      1.00     yes
     580.0         8.842e-03       9.1      1.07     NO*
    1660.0         8.844e-03       6.5      1.03     NO*
     595.0         8.902e-03       1.0      1.00     yes
    1405.0         8.928e-03       1.8      1.00     yes
    1540.0         8.940e-03       3.5      1.02     yes
    1505.0         8.942e-03       0.8      1.00     yes
    1760.0         8.984e-03       1.9      1.09     yes
    2485.0         8.990e-03       4.3      1.41     yes
     195.0         9.035e-03       4.1      1.00     yes
