timestamp,BPW34_1,BPW34_2,Inano_1,Inano_2
27867456,195,88,282,313
27868123,195,85,278,313
27868791,195,93,275,299
27869456,192,91,282,307
27870124,194,86,251,310
27870791,194,80,279,311
27871456,192,81,298,312
27872124,194,90,283,313
27872790,191,81,276,303
27873458,193,93,266,311
27874123,190,80,281,319
27874790,195,90,276,305
27875456,191,82,283,301
27876123,195,86,285,309
27876790,195,85,272,305
27877456,193,91,280,309
27878123,188,80,285,313
27878790,195,86,280,308
27879456,194,89,280,312
27880123,192,86,282,312
27880790,195,82,275,307
27881456,194,89,276,309
27882123,192,89,280,311
27882790,195,80,273,307
27883456,195,87,279,311
27884123,192,91,282,309
27884790,194,86,282,304
27885456,195,89,278,313
27886123,190,83,279,307
27886790,193,80,277,309
27887456,195,89,278,311
27888123,188,84,283,310
27888790,193,94,275,315
27889456,191,80,280,319
27890123,193,91,279,307
27890790,192,87,277,311
27891456,197,80,280,313
27892123,194,89,286,313
27892790,192,91,276,305
27893456,193,84,282,313
27894123,195,88,277,311
27894790,192,89,272,304
27895456,193,87,282,312
27896123,196,87,280,312
27896790,192,87,275,310
27897456,192,89,286,310
27898123,195,85,280,313
27898790,192,99,276,311
27899456,192,89,282,311
27900123,196,85,283,312
27900790,196,88,276,317
27901456,192,89,280,316
27902124,192,90,281,313
27902790,194,84,267,311
27903457,192,90,281,299
27904124,193,89,283,319
27904790,197,87,275,314
27905457,193,88,278,316
27906123,197,87,281,315
27906791,194,86,280,314
27907456,192,91,281,306
27908123,196,85,283,313
27908790,191,79,279,312
27909456,192,90,284,305
27910123,194,84,283,312
27910790,197,82,277,313
27911456,193,92,280,309
27912123,193,85,284,310
27912790,197,82,281,313
27913456,192,87,280,310
27914123,192,90,282,307
27914790,189,76,275,311
27915456,193,90,278,304
27916123,192,88,278,309
27916790,194,84,280,319
27917456,195,89,278,309
27918123,192,87,277,308
27918790,193,89,284,314
27919456,194,89,272,313
27920123,193,89,278,309
27920790,192,86,277,313
27921456,196,90,276,311
27922123,196,89,285,308
27922790,193,84,283,311
27923456,197,88,278,309
27924123,191,84,280,309
27924790,192,86,282,309
27925456,195,87,278,311
27926123,192,90,280,305
