FULL PER-BAND NOISE-FLOOR TABLE
Fs = 5000.00 Hz  carrier = 930.000 Hz  Nyquist = 2500.0 Hz
record = 150000 samples (30.0 s)  Welch NFFT = 8192  bin = 0.610 Hz
candidate carrier-free bands = 126  (guard ±3.0 Hz from every comb line)
'clean' = no bin > band-median + 6.0 dB;  bw_ratio = density spread across halfwidths [2, 5, 10, 20]

========================================================================
A2V-16_A2
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
    1295.0         3.731e-03       1.1      1.00     yes
     340.0         3.822e-03       6.4      1.00     NO*
    1360.0         3.868e-03       9.3      1.05     NO*
     660.0         3.945e-03       7.3      1.06     NO*
    1640.0         3.961e-03       4.6      1.00     yes
    2105.0         4.028e-03       2.1      1.00     yes
     560.0         4.037e-03       4.7      1.09     yes
     960.0         4.049e-03       8.4      1.18     NO*
    2095.0         4.060e-03       1.1      1.00     yes
      80.0         4.079e-03       8.4      1.31     NO*
    2360.0         4.090e-03       9.3      1.01     NO*
    2180.0         4.142e-03       5.8      1.14     yes
    2160.0         4.155e-03       4.5      1.32     yes
     495.0         4.156e-03       1.9      1.00     yes
    2120.0         4.158e-03       4.4      1.02     yes
    1040.0         4.175e-03       7.1      1.15     NO*
    1605.0         4.201e-03       1.4      1.00     yes
    2320.0         4.216e-03       7.1      1.04     NO*
    2060.0         4.225e-03       9.1      1.05     NO*
      40.0         4.232e-03       7.0      1.37     NO*
    2205.0         4.233e-03       2.9      1.00     yes
    1720.0         4.247e-03       4.6      1.20     yes
     140.0         4.254e-03       4.4      1.05     yes
    1505.0         4.254e-03       0.8      1.00     yes
    2220.0         4.291e-03       6.0      1.06     NO*
    2140.0         4.312e-03       6.2      1.15     NO*
    1540.0         4.335e-03       5.9      1.14     yes
     480.0         4.350e-03       4.8      1.04     yes
      25.0         4.352e-03       3.2      1.00     yes
    1080.0         4.353e-03       5.7      1.02     yes
    1395.0         4.363e-03       1.5      1.00     yes
    1480.0         4.379e-03       7.0      1.02     NO*
    1180.0         4.386e-03       5.3      1.12     yes
    1460.0         4.387e-03       3.4      1.06     yes
    1660.0         4.389e-03       8.7      1.06     NO*
     940.0         4.412e-03      15.7      1.15     NO*
     720.0         4.418e-03       5.5      1.02     yes
    1780.0         4.421e-03       7.0      1.06     NO*
    2005.0         4.422e-03       4.1      1.00     yes
    2195.0         4.435e-03       0.6      1.00     yes
    1495.0         4.435e-03       0.6      1.00     yes
    1620.0         4.452e-03       6.6      1.21     NO*
     605.0         4.462e-03       2.3      1.00     yes
    1420.0         4.480e-03       3.8      1.07     yes
    2080.0         4.486e-03       5.2      1.06     yes
     820.0         4.499e-03       6.1      1.17     NO*
    2420.0         4.520e-03       6.8      1.09     NO*
     840.0         4.526e-03       3.2      1.08     yes
    1980.0         4.533e-03       8.3      1.11     NO*
    1140.0         4.533e-03       4.7      1.02     yes
     105.0         4.547e-03       0.6      1.00     yes
     780.0         4.556e-03       8.3      1.00     NO*
    1380.0         4.566e-03       5.6      1.00     yes
      95.0         4.568e-03       0.9      1.00     yes
     260.0         4.635e-03       6.1      1.07     NO*
    2240.0         4.639e-03       7.4      1.02     NO*
     680.0         4.679e-03       5.7      1.13     yes
     595.0         4.694e-03       1.3      1.00     yes
     240.0         4.723e-03       5.6      1.01     yes
    2340.0         4.761e-03       6.0      1.00     yes
     320.0         4.771e-03       9.0      1.08     NO*
    1305.0         4.780e-03       3.1      1.00     yes
    1995.0         4.841e-03       0.5      1.00     yes
     360.0         4.870e-03       5.4      1.02     yes
    1195.0         4.906e-03       1.5      1.00     yes
     695.0         4.912e-03       1.2      1.00     yes
     795.0         4.912e-03       1.5      1.00     yes
    1440.0         4.917e-03       5.7      1.16     yes
     220.0         4.917e-03       6.2      1.38     NO*
    1760.0         4.922e-03       4.9      1.01     yes
    2295.0         4.957e-03       6.5      1.00     NO*
    2460.0         4.988e-03       4.7      1.29     yes
    1520.0         4.995e-03       5.3      1.27     yes
    1880.0         4.999e-03       4.3      1.05     yes
    1685.0         5.001e-03       6.3      1.79     NO*
     705.0         5.013e-03       1.9      1.00     yes
     805.0         5.013e-03       1.8      1.00     yes
     205.0         5.026e-03       0.5      1.00     yes
    2485.0         5.064e-03       7.8      1.53     NO*
     740.0         5.094e-03       6.4      1.11     NO*
    1740.0         5.095e-03       8.4      1.22     NO*
    1115.0         5.102e-03       5.2      2.04     yes
    1840.0         5.136e-03       5.6      1.09     yes
    2305.0         5.146e-03       2.0      1.00     yes
    1595.0         5.151e-03       8.7      1.00     NO*
    1815.0         5.152e-03       6.4      1.55     NO*
    1260.0         5.168e-03       4.3      1.39     yes
     580.0         5.175e-03      14.9      1.50     NO*
    1960.0         5.198e-03       5.5      1.15     yes
     920.0         5.219e-03      14.1      1.17     NO*
    1060.0         5.260e-03       6.1      1.28     NO*
     985.0         5.274e-03       4.2      1.74     yes
    1020.0         5.299e-03       6.0      1.14     NO*
     905.0         5.299e-03       1.5      1.00     yes
      60.0         5.321e-03       8.3      1.07     NO*
    1405.0         5.331e-03       0.8      1.00     yes
     170.0         5.334e-03       5.9      1.16     yes
     285.0         5.342e-03       4.5      1.82     yes
     760.0         5.343e-03       2.8      1.32     yes
    2030.0         5.404e-03       6.3      1.26     NO*
    1280.0         5.435e-03      19.5      1.00     NO*
    1225.0         5.465e-03       7.8      1.70     NO*
     195.0         5.525e-03       6.0      1.00     yes
     120.0         5.548e-03       8.0      1.55     NO*
    2270.0         5.578e-03       5.8      1.12     yes
    2405.0         5.599e-03       2.5      1.00     yes
    1330.0         5.693e-03       7.4      1.20     NO*
    1925.0         5.772e-03       6.7      1.18     NO*
    2385.0         5.798e-03       6.2      1.08     NO*
     895.0         5.804e-03       3.2      1.00     yes
     305.0         5.835e-03       2.2      1.00     yes
    1895.0         5.852e-03       3.2      1.00     yes
     530.0         5.858e-03       7.0      1.20     NO*
    1160.0         5.939e-03       9.9      1.64     NO*
    1705.0         5.956e-03       1.2      1.00     yes
     870.0         5.996e-03       5.1      1.17     yes
     630.0         6.240e-03       6.8      1.18     NO*
     505.0         6.263e-03       7.2      1.00     NO*
    1570.0         6.383e-03       4.8      1.22     yes
    1795.0         6.394e-03       2.1      1.00     yes
    1095.0         6.999e-03       2.1      1.00     yes
     380.0         7.019e-03       8.3      1.06     NO*
    2440.0         7.509e-03      13.0      2.17     NO*
    1005.0         8.149e-03       1.2      1.00     yes
     395.0         8.582e-03       1.9      1.00     yes
    1860.0         4.695e-02      26.9     19.47     NO*
  consensus floor = 4.771e-03 mV^2/Hz over 74 clean bands  ->  Var(n) = 0.0191 mV^2  (RMS 138.1 uV)
  carrier a = 396.620 mV  ->  SNR = 66.2 dB in the 4 Hz demod band

========================================================================
A2V-16_A3
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
    1840.0         7.000e-03       4.5      1.21     yes
    2060.0         7.687e-03       5.9      1.20     yes
    2095.0         8.047e-03       1.8      1.00     yes
    1495.0         8.078e-03       1.8      1.00     yes
     560.0         8.374e-03       3.5      1.08     yes
    1020.0         8.385e-03       5.1      1.04     yes
    1960.0         8.482e-03       4.0      1.15     yes
    2180.0         8.497e-03       4.2      1.14     yes
    1395.0         8.562e-03       1.0      1.00     yes
    1360.0         8.604e-03       6.8      1.13     NO*
    1505.0         8.606e-03       1.0      1.00     yes
    1280.0         8.608e-03      15.5      1.02     NO*
    1780.0         8.615e-03       4.7      1.17     yes
    1040.0         8.651e-03       3.9      1.03     yes
     720.0         8.686e-03       3.4      1.01     yes
     320.0         8.695e-03       5.3      1.20     yes
     260.0         8.706e-03       3.9      1.00     yes
    2420.0         8.706e-03       2.8      1.00     yes
    1080.0         8.749e-03       4.5      1.16     yes
     660.0         8.799e-03       5.1      1.05     yes
    1880.0         8.887e-03       3.4      1.02     yes
    2195.0         8.896e-03       0.3      1.00     yes
    2240.0         8.958e-03       4.7      1.06     yes
      25.0         9.013e-03       1.8      1.00     yes
      40.0         9.020e-03       5.0      1.14     yes
    1815.0         9.032e-03       4.6      1.44     yes
    1260.0         9.091e-03       3.1      1.10     yes
    1720.0         9.106e-03       2.8      1.05     yes
    2140.0         9.113e-03       4.1      1.17     yes
     205.0         9.161e-03       0.4      1.00     yes
     340.0         9.168e-03       3.7      1.15     yes
     805.0         9.197e-03       0.9      1.00     yes
    1440.0         9.202e-03       3.2      1.28     yes
     580.0         9.220e-03       9.2      1.05     NO*
    2120.0         9.226e-03       2.2      1.01     yes
    1420.0         9.241e-03       3.9      1.08     yes
     140.0         9.243e-03       2.3      1.08     yes
    1460.0         9.273e-03       3.1      1.19     yes
