FULL PER-BAND NOISE-FLOOR TABLE
Fs = 5000.00 Hz  carrier = 930.500 Hz  Nyquist = 2500.0 Hz
record = 150000 samples (30.0 s)  Welch NFFT = 8192  bin = 0.610 Hz
candidate carrier-free bands = 106  (guard ±3.0 Hz from every comb line)
'clean' = no bin > band-median + 6.0 dB;  bw_ratio = density spread across halfwidths [2, 5, 10, 20]

========================================================================
BPW34_1
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
     986.5         2.926e-04       1.8      1.06     yes
    1681.5         3.014e-04       4.4      1.19     yes
    1569.5         3.097e-04       1.1      1.00     yes
    1743.8         3.100e-04       0.9      1.00     yes
     809.2         3.143e-04       3.7      1.17     yes
     874.5         3.189e-04       4.1      1.09     yes
    2467.0         3.235e-04       7.2      1.01     NO*
     965.0         3.254e-04       4.4      1.00     yes
    2441.2         3.330e-04       3.2      1.04     yes
    1077.0         3.334e-04       5.3      1.02     yes
    2421.0         3.359e-04       1.6      1.02     yes
    1589.8         3.470e-04       1.8      1.00     yes
    1813.2         3.502e-04       3.4      1.06     yes
     919.0         3.538e-04      17.2      1.04     NO*
     718.0         3.566e-04       5.4      1.21     yes
     672.0         3.585e-04       9.9      1.42     NO*
    2489.2         3.598e-04       2.6      1.01     yes
    1637.0         3.660e-04       1.9      1.01     yes
    1707.2         3.661e-04       1.2      1.00     yes
    2358.2         3.676e-04       1.6      1.29     yes
     857.2         3.683e-04       1.4      1.00     yes
    1772.0         3.684e-04       4.6      1.01     yes
     739.8         3.701e-04       1.4      1.03     yes
    2332.0         3.701e-04       1.4      1.03     yes
    1660.8         3.786e-04       1.8      1.08     yes
    1506.8         3.789e-04       1.5      1.00     yes
     940.2         3.804e-04      17.9      1.00     NO*
    1031.0         3.818e-04       9.4      1.16     NO*
    1726.0         3.850e-04       2.6      1.13     yes
    2383.2         3.850e-04       7.4      1.19     NO*
     655.2         3.902e-04       1.3      1.00     yes
    1458.8         3.963e-04       1.1      1.05     yes
     761.2         3.969e-04       8.6      1.03     NO*
    1755.2         3.982e-04       1.5      1.00     yes
     784.0         3.993e-04       3.8      1.07     yes
     892.2         4.004e-04       1.0      1.00     yes
    1479.0         4.038e-04       1.1      1.00     yes
    1838.0         4.051e-04       1.4      1.10     yes
    1543.2         4.054e-04       1.3      1.00     yes
     633.8         4.060e-04       3.0      1.10     yes
    1367.0         4.128e-04       2.0      1.06     yes
    1057.8         4.177e-04       1.0      1.00     yes
    1525.0         4.212e-04       1.1      1.01     yes
    1614.0         4.227e-04       1.2      1.09     yes
     583.0         4.265e-04       3.0      1.05     yes
    1009.8         4.300e-04       9.6      1.00     NO*
    1166.0         4.307e-04       1.6      1.02     yes
    1791.8         4.333e-04       1.3      1.24     yes
     560.8         4.466e-04       1.9      1.08     yes
     313.0         4.468e-04       1.9      1.06     yes
     206.2         4.477e-04       1.5      1.00     yes
    1188.8         4.514e-04       2.2      1.01     yes
    1294.8         4.542e-04       1.5      1.00     yes
    1222.0         4.546e-04       2.1      1.04     yes
     527.0         4.549e-04       3.3      1.07     yes
     135.0         4.601e-04       1.4      1.06     yes
     691.8         4.601e-04       4.6      1.11     yes
     224.0         4.662e-04       3.3      1.06     yes
    1115.8         4.701e-04       1.4      1.03     yes
     159.8         4.751e-04       1.2      1.09     yes
     830.0         4.756e-04       8.1      1.36     NO*
     608.8         4.773e-04       1.8      1.09     yes
      88.8         4.789e-04       1.8      1.00     yes
    1094.2         4.818e-04       1.5      1.00     yes
     179.5         4.855e-04      11.7      1.14     NO*
    1389.2         4.957e-04       2.7      1.09     yes
    1413.0         4.968e-04       1.6      1.07     yes
    1140.8         5.045e-04       1.3      1.00     yes
      42.2         5.068e-04       1.8      1.00     yes
