FULL PER-BAND NOISE-FLOOR TABLE
Fs = 2500.00 Hz  carrier = 60.000 Hz  Nyquist = 1250.0 Hz
record = 150000 samples (60.0 s)  Welch NFFT = 8192  bin = 0.305 Hz
candidate carrier-free bands = 70  (guard ±3.0 Hz from every comb line)
'clean' = no bin > band-median + 6.0 dB;  bw_ratio = density spread across halfwidths [2, 5, 10, 20]

========================================================================
BPW34_1
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
    1045.0         7.239e-03       1.8      1.00     yes
     945.0         7.559e-03       1.5      1.00     yes
    1055.0         8.009e-03       0.6      1.00     yes
     955.0         8.319e-03       1.7      1.00     yes
    1070.0         9.192e-03       2.4      1.01     yes
     855.0         9.248e-03       2.1      1.00     yes
    1145.0         9.275e-03       0.7      1.00     yes
     310.0         9.345e-03       2.2      1.13     yes
    1170.0         9.349e-03       2.2      1.12     yes
    1155.0         9.571e-03      11.6      1.00     NO*
     845.0         9.595e-03       0.7      1.00     yes
    1210.0         9.732e-03       1.9      1.04     yes
     155.0         1.000e-02       1.3      1.00     yes
     810.0         1.002e-02       2.6      1.12     yes
      45.0         1.008e-02       2.3      1.00     yes
     910.0         1.016e-02       2.0      1.07     yes
     745.0         1.018e-02       1.5      1.00     yes
     990.0         1.029e-02       4.8      1.02     yes
     770.0         1.036e-02       2.0      1.08     yes
     790.0         1.038e-02       2.2      1.01     yes
    1090.0         1.038e-02       1.6      1.00     yes
    1245.0         1.055e-02       1.3      1.00     yes
     210.0         1.058e-02       2.4      1.00     yes
     830.0         1.062e-02       1.6      1.07     yes
     555.0         1.063e-02       2.1      1.00     yes
     890.0         1.065e-02       1.3      1.01     yes
    1230.0         1.065e-02       2.3      1.05     yes
     355.0         1.069e-02       1.8      1.00     yes
     970.0         1.070e-02       1.6      1.07     yes
     870.0         1.081e-02       2.2      1.00     yes
    1110.0         1.083e-02       2.1      1.02     yes
     730.0         1.092e-02       1.6      1.16     yes
     710.0         1.098e-02       9.4      1.01     NO*
    1190.0         1.099e-02       2.5      1.10     yes
     610.0         1.105e-02       2.6      1.15     yes
     755.0         1.114e-02       1.4      1.00     yes
     170.0         1.129e-02       2.1      1.15     yes
    1030.0         1.135e-02       1.8      1.08     yes
      90.0         1.142e-02       2.1      1.11     yes
      55.0         1.147e-02       2.1      1.00     yes
     190.0         1.171e-02       1.9      1.08     yes
     130.0         1.178e-02       3.0      1.10     yes
     145.0         1.179e-02       1.6      1.00     yes
      30.0         1.191e-02       3.3      1.08     yes
     370.0         1.195e-02       2.3      1.02     yes
     255.0         1.203e-02       2.5      1.00     yes
     570.0         1.217e-02       2.1      1.03     yes
     230.0         1.224e-02       2.0      1.11     yes
     590.0         1.225e-02       7.2      1.14     NO*
     390.0         1.228e-02       1.5      1.18     yes
     270.0         1.236e-02       1.8      1.09     yes
    1010.0         1.241e-02       3.8      1.04     yes
     530.0         1.242e-02       1.6      1.04     yes
     245.0         1.243e-02       1.3      1.00     yes
     110.0         1.245e-02       2.2      1.11     yes
      70.0         1.255e-02       2.1      1.12     yes
    1130.0         1.270e-02       2.1      1.10     yes
     510.0         1.289e-02       3.8      1.00     yes
     490.0         1.303e-02       4.0      1.09     yes
     330.0         1.306e-02       2.9      1.17     yes
     345.0         1.349e-02       1.9      1.00     yes
     545.0         1.435e-02       1.6      1.00     yes
     290.0         1.435e-02      21.8      1.05     NO*
     470.0         1.467e-02       2.5      1.07     yes
     645.0         1.482e-02       1.2      1.00     yes
     630.0         1.520e-02       1.3      1.07     yes
     690.0         1.824e-02       1.8      1.21     yes
     655.0         1.928e-02       0.8      1.00     yes
     670.0         2.055e-02       0.8      1.00     yes
     930.0         4.747e-01      65.2     62.34     NO*
  consensus floor = 1.105e-02 mV^2/Hz over 65 clean bands  ->  Var(n) = 0.0442 mV^2  (RMS 210.3 uV)
  carrier a = 0.384 mV  ->  SNR = 2.2 dB in the 4 Hz demod band

========================================================================
BPW34_2
========================================================================
 center Hz   density mV^2/Hz  worst dB  bw_ratio   clean
     845.0         1.170e-03       1.1      1.00     yes
     770.0         1.263e-03       2.2      1.02     yes
    1170.0         1.265e-03       1.4      1.02     yes
     210.0         1.268e-03       1.9      1.01     yes
    1010.0         1.270e-03       8.3      1.20     NO*
     855.0         1.270e-03       2.7      1.00     yes
     945.0         1.275e-03       2.8      1.00     yes
     955.0         1.276e-03       2.0      1.00     yes
     245.0         1.284e-03       1.3      1.00     yes
     190.0         1.301e-03       1.2      1.10     yes
      90.0         1.318e-03       2.2      1.01     yes
    1145.0         1.320e-03       0.9      1.00     yes
    1110.0         1.323e-03       1.3      1.02     yes
     810.0         1.332e-03       1.9      1.00     yes
     170.0         1.336e-03       1.5      1.02     yes
     970.0         1.342e-03       8.0      1.05     NO*
    1045.0         1.355e-03       1.2      1.00     yes
     830.0         1.356e-03       2.9      1.06     yes
      45.0         1.371e-03       1.9      1.00     yes
    1130.0         1.373e-03       3.6      1.03     yes
    1030.0         1.379e-03       6.8      1.07     NO*
    1090.0         1.385e-03       2.9      1.02     yes
    1245.0         1.391e-03       1.9      1.00     yes
     145.0         1.394e-03       0.9      1.00     yes
     790.0         1.402e-03       1.4      1.06     yes
    1210.0         1.406e-03       2.0      1.16     yes
    1190.0         1.409e-03       2.1      1.04     yes
     890.0         1.412e-03       2.6      1.08     yes
     155.0         1.413e-03       0.7      1.00     yes
     270.0         1.430e-03       6.6      1.05     NO*
     130.0         1.435e-03       2.7      1.02     yes
     230.0         1.440e-03       6.4      1.09     NO*
     910.0         1.443e-03       1.0      1.05     yes
     255.0         1.455e-03       0.5      1.00     yes
    1055.0         1.456e-03       1.2      1.00     yes
     755.0         1.484e-03       0.9      1.00     yes
    1070.0         1.491e-03       4.0      1.10     yes
    1155.0         1.497e-03      17.3      1.00     NO*
     745.0         1.499e-03       1.5      1.00     yes
    1230.0         1.515e-03       1.6      1.02     yes
     290.0         1.539e-03      32.3      1.00     NO*
      55.0         1.544e-03       7.9      1.00     NO*
