timestamp,BPW34_1,BPW34_2,Inano_1,Inano_2
3526701161,70,330,413,388
3526702161,71,320,383,375
3526703161,67,332,382,359
3526704161,65,327,355,307
3526705161,62,334,355,308
3526706161,64,334,362,309
3526707161,63,330,359,303
3526708161,64,331,363,313
3526709161,64,325,359,317
3526710161,63,320,339,281
3526711161,64,328,379,327
3526712161,67,329,379,335
3526713161,64,330,376,331
3526714161,64,333,375,333
3526715161,64,330,375,347
3526716161,70,332,413,412
3526717161,74,329,391,398
3526718161,71,325,400,393
3526719161,70,326,386,365
3526720161,67,326,377,341
3526721161,59,331,348,304
3526722161,67,332,360,311
3526723161,60,330,354,307
3526724161,66,330,361,305
3526725161,68,325,362,316
3526726161,64,328,365,313
3526727161,63,324,353,301
3526728161,65,327,365,329
3526729161,58,330,377,330
3526730161,67,326,375,337
3526731161,62,330,373,334
3526732161,66,332,379,342
3526733161,71,325,401,391
3526734161,70,328,392,376
3526735161,74,323,411,389
3526736161,64,329,382,365
3526737161,64,329,358,303
3526738161,64,324,357,306
3526739161,62,332,357,307
3526740161,66,334,358,304
3526741161,64,332,356,310
3526742161,64,326,367,312
3526743161,66,324,362,313
3526744161,64,327,361,312
3526745161,66,333,380,344
3526746161,64,328,374,335
3526747161,65,336,373,332
3526748161,67,333,373,339
3526749161,64,335,382,351
3526750161,75,327,398,389
3526751161,70,324,404,395
3526752161,71,324,395,379
3526753161,66,326,371,350
3526754161,59,335,352,336
3526755161,63,332,359,306
3526756161,65,332,355,308
3526757161,64,335,359,305
3526758161,67,326,362,316
3526759161,62,327,362,317
3526760161,66,326,353,296
3526761161,64,323,363,321
3526762161,65,332,377,328
3526763161,66,326,376,337
3526764161,64,333,374,335
3526765161,66,332,378,351
3526766161,72,328,402,395
3526767161,72,329,401,386
3526768161,74,321,409,393
3526769161,69,328,388,361
3526770161,66,329,362,327
3526771161,60,327,356,301
3526772161,64,333,356,305
3526773161,63,328,360,298
3526774161,62,332,357,303
3526775161,66,326,364,319
3526776161,64,326,357,314
3526777161,60,326,358,287
3526778161,66,326,369,321
3526779161,64,327,370,299
3526780161,65,331,374,329
3526781161,66,328,379,335
3526782161,64,337,377,340
3526783161,71,327,400,376
3526784161,72,328,399,393
3526785161,70,325,419,384
3526786161,68,324,393,347
3526787161,62,330,357,299
3526788161,65,328,356,300
3526789161,66,332,358,302
3526790161,62,337,341,303
3526791161,67,331,365,313
3526792161,64,323,356,311
3526793161,64,325,359,309
3526794161,64,317,361,319
3526795161,64,335,373,331
3526796161,66,329,378,335
3526797161,64,329,371,329
3526798161,66,329,379,336
3526799161,66,330,386,378
3526800161,69,331,401,381
3526801161,73,322,413,398
3526802161,72,322,391,378
3526803161,61,329,380,343
3526804161,62,332,355,306
3526805161,64,332,356,307
3526806161,64,334,360,296
3526807161,66,332,353,311
3526808161,62,330,361,315
3526809161,64,323,364,315
3526810161,62,326,347,299
3526811161,62,325,367,325
3526812161,63,326,371,336
3526813161,64,329,368,337
3526814161,65,335,376,331
3526815161,66,312,374,350
3526816161,70,331,410,386
3526817161,73,327,393,391
3526818161,71,324,378,389
3526819161,66,327,385,366
3526820161,66,324,374,326
3526821161,58,345,356,299
3526822161,67,343,359,308
3526823161,61,329,350,305
3526824161,64,333,355,308
3526825161,67,322,365,315
3526826161,62,325,362,314
3526827161,62,327,369,319
3526828161,66,321,370,311
3526829161,64,330,376,334
3526830161,66,327,373,337
3526831161,65,325,375,338
3526832161,66,333,382,342
3526833161,75,324,393,390
3526834161,70,328,397,393
3526835161,71,324,406,376
3526836161,66,320,390,339
3526837161,62,321,356,310
3526838161,63,329,359,303
3526839161,62,328,351,307
3526840161,64,335,355,301
3526841161,65,334,361,311
3526842161,64,329,364,315
3526843161,66,326,362,299
3526844161,65,325,362,330
3526845161,72,330,361,326
3526846161,66,328,375,336
3526847161,64,332,372,333
3526848161,64,339,379,332
3526849161,73,332,405,398
3526850161,70,331,410,388
3526851161,69,331,389,388
3526852161,71,328,385,364
3526853161,64,329,381,334
3526854161,63,324,353,304
3526855161,62,333,359,307
3526856161,65,336,351,309
3526857161,62,331,354,306
3526858161,64,337,363,313
3526859161,66,328,360,317
3526860161,60,331,344,285
3526861161,64,326,359,323
3526862161,62,330,377,336
3526863161,68,344,377,334
3526864161,66,329,375,333
3526865161,62,322,378,340
3526866161,73,331,403,394
3526867161,70,331,397,387
3526868161,72,331,402,377
3526869161,68,324,387,346
3526870161,64,328,364,319
3526871161,62,330,355,298
3526872161,65,328,354,308
3526873161,62,334,370,302
3526874161,67,326,359,314
3526875161,64,331,362,313
3526876161,66,326,365,316
3526877161,62,330,357,309
3526878161,64,328,364,323
3526879161,67,324,377,343
3526880161,62,332,372,332
3526881161,67,331,380,346
3526882161,65,328,371,352
3526883161,70,333,392,371
3526884161,74,328,409,383
3526885161,74,325,404,377
3526886161,66,329,381,353
3526887161,65,325,356,306
3526888161,62,333,358,302
3526889161,66,327,360,308
3526890161,61,332,355,314
3526891161,65,330,366,310
3526892161,63,326,327,317
3526893161,62,322,350,299
3526894161,66,330,367,324
3526895161,64,327,368,336
3526896161,64,331,375,337
3526897161,67,330,379,336
3526898161,64,337,372,347
3526899161,74,334,419,396
3526900161,74,325,411,396
3526901161,68,330,387,394
3526902161,66,323,387,368
3526903161,64,336,362,341
3526904161,64,332,356,302
3526905161,66,334,353,311
3526906161,62,337,357,306
3526907161,64,332,362,306
3526908161,63,330,355,318
3526909161,64,329,365,317
3526910161,58,322,356,297
3526911161,64,331,367,321
3526912161,67,328,371,341
3526913161,64,335,370,347
3526914161,66,334,375,332
3526915161,65,328,379,342
3526916161,70,330,392,393
3526917161,73,325,407,398
3526918161,71,326,401,396
3526919161,69,326,389,357
3526920161,66,326,376,316
3526921161,64,330,355,303
3526922161,64,333,348,302
3526923161,68,338,357,306
3526924161,64,313,352,303
3526925161,64,329,364,314
3526926161,64,321,361,319
3526927161,58,331,364,313
3526928161,67,326,367,328
3526929161,64,329,370,331
3526930161,67,332,375,329
3526931161,66,328,374,337
3526932161,64,331,373,344
3526933161,73,328,419,394
3526934161,72,329,402,382
3526935161,72,326,396,377
3526936161,66,326,383,355
3526937161,60,326,356,309
3526938161,60,328,357,305
3526939161,63,328,358,307
3526940161,64,335,355,304
3526941161,66,324,362,311
3526942161,62,328,353,313
3526943161,66,322,353,293
3526944161,63,325,376,323
3526945161,64,331,375,330
3526946161,66,324,375,336
3526947161,64,335,372,331
3526948161,66,338,379,337
3526949161,72,334,399,401
3526950161,65,325,429,387
3526951161,80,326,390,402
3526952161,68,325,387,367
3526953161,66,337,379,341
